公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
6664,群翊工業股份有限公司,群翊,電子零組件業,－,桃園市楊梅區和平路188號,23555277,陳安順,李榮坤,余添和,副總經理,洪健庭,03-4853536,79/01/24,107/09/12,新台幣                 10.0000元,"579,785,140","57,978,514",0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,于紀隆,許明芳,Group Up,"No.188, Heping Rd.,Yangmei Dist., Taoyuan City 326, Taiwan",03-4856336,gp@gpline.com.tw,http://www.gpline.com.tw/,余添和,副總經理,03-4853536,bill.yue@gpline.com.tw,http://www.gpline.com.tw/investor.shtml
6667,信紘科技股份有限公司,信紘科,其他電子業,－,苗栗縣竹南鎮公義里友義路66號,89728356,簡士堡,簡士堡,王怡文,副總經理,龔楚喬,037-580791,84/10/17,107/11/13,新台幣                 10.0000元,"447,788,780","44,778,878",0,0,合併,每年,董事會,第一金證券(股)公司股務代理部,02-2563-5711,台北市大安區安和路一段27號六樓,勤業眾信聯合會計師事務所,蔡侑玲,陳俊宏,Trusval,"No.66, Youyi Rd.,Zhunan Township, Miaoli County , Taiwan",037-580792,IR@trusval.com.tw,http://www.trusval.com.tw,王怡文,副總經理,037-580791,IR@trusval.com.tw,http://www.trusval.com.tw
6679,鈺太科技股份有限公司,鈺太,半導體業,－,新竹科學園區篤行路6-1號5樓,27979753,邱景宏,邱景宏,林俊弘,財務協理,李政衛,035777509,94/12/12,108/05/09,新台幣                 10.0000元,"549,753,350","54,975,335","11,272,000",0,合併,每半會計年度,董事會,福邦證券股份有限公司,0223711658,台北市中正區忠孝西路一段六號六樓,勤業眾信聯合會計師事務所,陳明煇,林心彤,ZILLTEK,"5F.,No.6-1,Dusing Rd., Hsinchu Science ParkHsinchu City,Taiwan",035777390,ir@zilltek.com,www.zilltek.com,林俊弘,財務協理,035777509,ir@zilltek.com,www.zilltek.com
6680,鑫創電子股份有限公司,鑫創電子,電腦及週邊設備業,－,新北市中和區中正路738號2樓之3,24332747,許育瑞,許育瑞,張甄珍,協理,張景閔,(02)82280101,98/03/20,108/09/16,新台幣                 10.0000元,"210,660,670","21,066,067",0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,(02)33930898,台北巿忠孝東路二段95號1樓,安侯建業聯合會計師事務所,王怡文,簡思娟,SINTRONES,"2F.-3, No.738, Zhongzheng Rd.,Zhonghe Dist., New Taipei City 235, ROC",(02)82280100,ir@sintrones.com,http://www.sintrones.com/,張甄珍,協理,0905766680,ir@sintrones.com,http://www.sintrones.com/
6683,雍智科技股份有限公司,雍智科技,半導體業,－,新竹縣竹北市莊敬北路431號,28398895,李職民,劉安炫,黃榮彬,協理,林詩堯,03-5509980,95/09/11,108/04/23,新台幣                 10.0000元,"272,096,610","27,209,661",0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)2314-8800,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,陳重成,陳薔旬,KSMT,"No.431, Zhuangjing N. Rd., Zhubei CityHsinchu County, Taiwan (R.O.C.)",03-550-1128,ksmt@ksmt.com.tw,http://www.ksmt.com.tw,黃榮彬,協理,(03)550-9980#6150,ksmt_ir@ksmt.com.tw,http://www.ksmt.com.tw
6684,安格科技股份有限公司,安格,半導體業,－,新竹縣竹北市高鐵二路55號,53172585,羅森洲,藍世旻,呂妍儀,經理,呂妍儀,03-6675345,99/10/21,110/08/11,新台幣                 10.0000元,"446,299,280","44,629,928",0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-23836888,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,黃珮娟,陳晉昌,AlgolTek,"No. 55, Gaotie 2nd Rd., Zhubei City,Hsinchu County, Taiwan (R.O.C.)",03-6675346,agir@algoltek.com.tw,www.algoltek.com.tw,呂妍儀,經理,03-6675345,agir@algoltek.com.tw,www.algoltek.com.tw
6690,安碁資訊股份有限公司,安碁資訊,數位雲端,－,台北市信義區忠孝東路四段563號8樓,70565450,施宣輝,吳乙南,譚百良,財務長,凌秋玉,02-8979-6286,89/05/29,108/10/30,新台幣                 10.0000元,"221,202,200","22,120,220",0,0,合併,每年,董事會,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,趙敏如,張惠貞,ACSI,"8F., No. 563, Sec. 4, Zhongxiao E. Rd., Xinyi Dist.Taipei City 110, Taiwan (R.O.C.)",02-2756-6286,ir@acercsi.com,www.acercsi.com/,凌秋玉,總監,02-8979-6286,ir@acercsi.com,https://www.acercsi.com/
6692,進金生能源服務股份有限公司,進能服,綠能環保,－,臺北市內湖區新湖二路257號6樓,24758118,黃舉昇,厲國欽,厲國欽,總經理,胡嘉賓(暫代),02-87912886,103/10/16,113/02/02,新台幣                 10.0000元,"519,409,730","51,940,973",0,0,合併,每年,股東會,統一證券股務代理部,02-27463797,台北市松山區東興路8號B1樓,資誠聯合會計師事務所,邱昭賢,徐明釧,AES,"6F., No.257, Xinhu 2nd Rd., Neihu Dist.Taipei City 114, Taiwan (R.O.C.)",02-87911236,invest@acmepointes.com,http://www.acmepointes.com,胡嘉賓(暫代),協理,02-87912886,garyhu@acmepointes.com,https://acmepointes.com/governance/stakeholder/
6693,廣閎科技股份有限公司,廣閎科,半導體業,－,新竹縣竹北市台元二街8號8樓之3,28870892,林明璋,林明璋,陳森福,總經理室特別助理,潘嘉君,03-5525766,96/11/01,111/03/01,新台幣                 10.0000元,"457,200,000","45,720,000",0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,02-25865859,台北市大同區承德路三段210 號B1,安侯建業聯合會計師事務所,楊雲筑,陳雅琳,inergy,"8F.-3, No.8, Taiyuan 2nd St., Zhubei CityHsinchu County 302, Taiwan(R.O.C)",03-5525788,IR@inergy.com.tw,http://www.inergy.com.tw/,陳森福,總經理室特別助理,03-5525766,IR@inergy.com.tw,http://www.inergy.com.tw/
6697,東捷資訊服務股份有限公司,東捷資訊,資訊服務業,－,台北市南港區三重路19-8號5樓,23929058,高尚偉,陳春旭,洪龍珠,財務長,陳春旭,26552525,79/12/01,108/12/26,新台幣                 10.0000元,"273,233,640","27,323,364",0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,資誠聯合會計師事務所,支秉鈞,賴宗羲,ITTS,"5F, NO.19-8, SANCHONG ROAD, NAN KANGTAIPEI, TAIWAN",26551010,ir@itts.com.tw,http://www.itts.com.tw,洪龍珠,財務長,26552525,ir@itts.com.tw,https://www.itts.com.tw/zh-tw/stakeholder
6703,軒郁國際股份有限公司,軒郁,生技醫療業,－,台北市松山區復興北路311號7樓,24347235,胡蕙郁,楊尚軒,陳慧玲,行政管理處資深副總,林佳雯,02-8712-1319,98/05/18,109/10/20,新台幣                 10.0000元,"279,021,640","27,902,164",0,0,合併,每半會計年度,董事會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,黃建澤,余倩如,SHINY,"7F., No.311, Fuxing N. Rd., Songshan Dist.Taipei City 105, Taiwan (R.O.C.)",02-8712-1656,IR@shinybrands.com,https://www.shinybrands.com/,陳慧玲,行政管理處資深副總,02-8712-1319,irenechen@shinybrands.com,https://www.shinybrands.com/investor-stock3/
6708,天擎積體電路股份有限公司,天擎,半導體業,－,新竹科學園區新竹市力行一路1號3樓C5室,12748729,呂惠平,呂惠平,何宗明,副總經理,林玫珍,035775799,90/02/15,111/12/29,新台幣                 10.0000元,"290,087,790","29,008,779",0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路1段2號5樓,勤業眾信聯合會計師事務所,陳明煇,林政治,MARS,"3FC5,No.1 Li-Shin RD. 1,Science ParkHsinchu, Taiwan, R.O.C.",035631501,service@mars-semi.com.tw,www.mars-semi.com.tw,何宗明,副總經理,035775799,ir@mars-semi.com.tw,www.mars-semi.com.tw/investor/investor-shareholders/
6712,長聖國際生技股份有限公司,長聖,生技醫療業,－,中部科學工業園區臺中市大雅區科雅路30號4樓,60274720,劉銖淇,黃文良,許錦婷,專案管理部經理,李柏嶔,04-23252888,105/12/06,110/01/08,新台幣                 10.0000元,"733,387,300","73,338,730",0,0,合併,每年,董事會,元富證券股份有限公司股務代理部,02-27686668,台北市松山區光復北路11巷35號B1,安永聯合會計師事務所,凃清淵,黃子評,Ever Supreme,"4F., No.30, Keya Rd., Daya Dist.Taichung City, Taiwan (R.O.C.)",04-23258666,service@ever-supreme.com.tw,www.ever-supreme.com.tw,李柏嶔,財務經理,04-23252888,service@ever-supreme.com.tw,www.ever-supreme.com.tw
6716,應廣科技股份有限公司,應廣,半導體業,－,新竹市公道五路三段1號6樓之6,27619977,唐燦弼,唐燦弼,黃俊琅,特助,李仁修,03-5728688,94/02/17,109/03/27,新台幣                 10.0000元,"304,393,140","30,439,314",0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,02-33930898,臺北市中正區忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,林政治,葉東煇,PDK,"6F-6, No.1, Sec. 3, Gongdao 5th Rd.HsinChu City 300042, Taiwan, R.O.C.",03-5728998,spokesmen@padauk.com.tw,http://www.padauk.com.tw,黃俊琅,特助,03-5728688,spokesmen@padauk.com.tw,http://www.padauk.com.tw
6721,信實保全股份有限公司,信實,其他,－,新竹縣竹北市台元二街8號6樓之一,24210110,楊文榮,楊文榮,趙雪吟,總監,楊文榮,03-5535778,97/07/31,111/04/29,新台幣                 10.0000元,"225,000,000","22,500,000",0,0,合併,每年,股東會,第一金證券股務代理部,02-25635711,台北市大安區安和路一段27號六樓,勤業眾信聯合會計師事務所,黃惠敏,翁雅玲,Sincere group,"6F.-1, No.8, Taiyuan 2nd St.,Zhubei City,Hsinchu County 302082, Taiwan (R.O.C.)",03-5535779,IR@sincere-group.com.tw,http://www.sincere-group.com.tw,黃品瑜,協理,03-5535778#330,IR@sincere-group.com.tw,無
6727,亞泰金屬工業股份有限公司,亞泰金屬,電子零組件業,－,桃園市楊梅區民富路二段199巷16號,04393941,鄒貴銓,黃源財,江衍謙,總經理室副總經理,梁秀如,(03)4727111,62/10/29,109/12/01,新台幣                 10.0000元,"247,118,820","24,711,882",0,0,合併,每年,董事會,元大證券股份有限公司股務代理部,02-2586-5859,台北市大同區承德路三段210號地下一樓,勤業眾信聯合會計師事務所,何瑞軒,張耿禧,AMI,"No.16, Ln. 199, Sec. 2, Minfu Rd., Yangmei Dist.Taoyuan City 32663, Taiwan (R.O.C.)",(03)4723418,amiservice@asiametalinc.com,www.asiametalinc.com,江衍謙,總經理室副總經理,(03)4727111,amiservice@asiametalinc.com,https://www.asiametalinc.com/services/services-e
6728,上洋產業股份有限公司,上洋,居家生活,－,新北市五股區五權六路39號,12978735,吳明富,吳國華,吳國華,總經理,陳俊宇,(02)22984567,91/01/17,109/12/25,新台幣                 10.0000元,"230,000,000","23,000,000",0,0,合併,每年,董事會,台新證券股務代理部,(02)2504-8125,台北市中山區建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,莊文源,黃堯麟,UP YOUNG,"No. 39, Wuquan 6th Rd., Wugu Dist.,New Taipei City Taiwan (R.O.C.)",(02)22981155,ir6728@upyoung.com.tw,http://www.upyoung.com.tw,陳俊宇,協理,(02)22984567,ir6728@upyoung.com.tw,http://www.upyoung.com.tw
6732,昇佳電子股份有限公司,昇佳電子,半導體業,－,新竹縣竹北市台元二街6號11樓,25079572,李盛樞,楊祝原,魏良光,處長,林思妤,03-5601000,98/12/01,109/06/08,新台幣                 10.0000元,"489,126,180","48,912,618",0,0,個別,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段 96 號 B1,勤業眾信聯合會計師事務所,張雅芸,陳明煇,sensortek,"11F.,  No.  6,  Taiyuan  2nd  St.Jhubei City,Hsinchu County 302, Taiwan",03-5601234,spokesperson@sensortek.com.tw,http://www.sensortek.com.tw,黃英記,資深經理,03-5601000,tom_huang@sensortek.com.tw,http://www.sensortek.com.tw
6733,博晟生醫股份有限公司,博晟生醫,生技醫療業,－,台北市南港區園區街3之2號4樓,42404010,陳德禮,陳德禮,趙叔威,協理,陳德禮,02-26558366,105/07/07,110/01/28,新台幣                 10.0000元,"1,230,760,260","123,076,026",0,0,合併,每年,股東會,群益金鼎證券(股務代理部),02-27035000,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林冠宏,陳憲正,BioGend,"4F, No.3-2, Yuang St.Nangang DistrictTaipei City, Taiwan, R.O.C.",02-26558367,ir@biogend.com.tw,https://www.biogend.com.tw/,趙叔威,財務長,02-26558366,ir@biogend.com.tw,https://www.biogend.com.tw/
6735,美達科技股份有限公司,美達科技,其他電子業,－,新北市中和區連城路268號15樓,13115906,陳林杰,陳林杰,王羿人,業務經理,吳文玉,02-82273822,91/05/10,111/04/29,新台幣                 10.0000元,"418,887,000","41,888,700",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林瑟凱,王方瑜,AMIDA,"15F., No. 268, Liancheng Rd., Zhonghe DistrictNew Taipei City, Taiwan ROC.",02-82273818,stock@amidatec.com,http://www.amidatec.com/,王羿人,業務經理,02-82273822,stock@amidatec.com,http://www.amidatec.com/
6741,"91APP, Inc.",91APP*-KY,數位雲端,KY 開曼群島,"P.O. Box 10655, Grand Cayman, KY1-1006, Cayman Islands",88176897,何英圻,楊明芳,楊明芳,總經理,普美鮮,02-26538091,102/07/08,110/05/25,新台幣                  5.0000元,"602,889,985","120,577,997",0,0,合併,每年,董事會,元大證券股份有限公司股務代理部,02-25865859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,曾建銘,王攀發,91APP,"6F., No. 5, Ln. 768, Sec. 4, Bade Rd., Nangang Dist.Taipei City 115 , Taiwan (R.O.C.)",02-26538890,stock@91app.com,https://www.91app.com,楊明芳,總經理,02-66236741,IR@91app.com,https://ir.91app.com/tw/
6747,亨泰光學股份有限公司,亨泰光,生技醫療業,－,臺北市士林區承德路四段150號6樓之1、152號6樓之1,04342697,吳怡璁,吳怡璁,葉珠吟,財務長,楊昇旻,02-28801778,65/05/01,110/01/19,新台幣                 10.0000元,"241,890,000","24,189,000",0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,傅泓文,莊鈞維,BTOX,"6F-1. No.150, Section 4, Chengde Road, Shilin DistrictTaipei City, R.O.C.",02-28821389,SP@brightenoptix.com,http://www.brightenoptix.com.tw/,葉珠吟,財務長,02-28801778,SP@brightenoptix.com,http://www.brightenoptix.com.tw/
6751,智聯服務股份有限公司,智聯服務,資訊服務業,－,新竹縣竹北市環科一路33號6樓之3,57604000,施宣輝,韓政達,韓政達,總經理,吳哲榕,03-533-9141,106/09/13,109/12/25,新台幣                 10.0000元,"222,000,000","22,200,000",0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,邱盟捷,張青霞,AST,"6F.-3 No. 33, Huanke 1st Rd., Zhubei CityHsinchu County 302, Taiwan (R.O.C.)",03-542-4157,IR.AST@acer-ast.com,https://www.acer-ast.com/,吳哲榕,財務長,03-533-9141,IR.AST@acer-ast.com,https://www.acer-ast.com/finance/#block1970
6752,叡揚資訊股份有限公司,叡揚,資訊服務業,－,台北市中山區德惠街9號5樓,22425662,張培鏞,陳世安,林秋丹,處長,王佳琪,02-25867890,76/03/16,109/12/10,新台幣                 10.0000元,"327,751,300","32,775,130",0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,于紀隆,林恒昇,GSS,"5F., No.9, Dehui St., Zhongshan DistrictTaipei,Taiwan",02-25868787,GSSIR@gss.com.tw,https://www.gss.com.tw,林秋丹,處長,02-25860689,GSSIR@gss.com.tw,https://www.gss.com.tw/csr
6761,穩得實業股份有限公司,穩得,電子零組件業,－,新北市新店區寶橋路188號6樓及6樓之1,05052033,高治宏,詹博翔,楊正男,財務長,林佳樺,(02)2917-5770,68/06/27,110/11/08,新台幣                 10.0000元,"301,049,420","30,104,942",0,0,合併,每年,股東會,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,陳晉昌,杜佩玲,Wendell,"6F&6F-1 No.188 Baoqiao Road, Xindian DistrictNew Taipei City 23145, Taiwan R.O.C",(02)2917-3752,invest@wendell.com.tw,https://www.wendell.com.tw/zh/,楊正男,財務長,(02)2917-5770,invest@wendell.com.tw,https://www.wendell.com.tw/zh/investors/
6762,達亞國際股份有限公司,達亞,生技醫療業,－,桃園市蘆竹區南山路一段200號,27491562,許雅雯,許雅雯,魏鴻文,副總經理,周秀育,(03) 311-6588,93/11/16,109/12/18,新台幣                 10.0000元,"258,892,420","25,889,242",0,0,個別,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,周筱姿,梁華玲,Delta Asia,"No. 200, Sec. 1, Nanshan Rd., Luzhu Dist.,Taoyuan City, Taiwan, R.O.C.",(03) 311-6589,IR@deltaasia.com.tw,https://www.deltaasia.com.tw/,魏鴻文,副總經理,(03) 311-6588,IR@deltaasia.com.tw,https://www.deltaasia.com.tw/
6763,綠界科技股份有限公司,綠界科技,數位雲端,－,台北市南港區三重路19-2號6樓之2,97025978,林雪慧,梁維誠,梁維誠,總經理,許瑋庭,02-26550557,85/06/04,111/03/15,新台幣                 10.0000元,"184,039,130","18,403,913",0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,張青霞,王浚宇,Green World,"6F.-2, No. 19-2, Sanchong Rd.,Nangang District, Taipei City 115,Taiwan",02-26551755,financial_material@ecpay.com.tw,https://www.ecpay.com.tw/,林雪慧,董事長,02-26550557,financial_material@ecpay.com.tw,https://www.ecpay.com.tw/
6767,台灣微創醫療器材股份有限公司,台微醫,生技醫療業,－,新竹科學園區新竹縣竹北市生醫路2段26號1樓,25098389,梁晃千,梁晃千,蘇義鈞,協理,蕭慧雯,03-6107168,98/12/29,110/01/25,新台幣                 10.0000元,"291,090,000","29,109,000",0,0,合併,每年,股東會,凱基證券,02-23892999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,吳少君,曾棟鋆,Wiltrom,"1F., No.26, Sec. 2, Shengyi Rd.Zhubei City, 30261, Taiwan (R.O.C.)",03-6580006,service@wiltrom.com.tw,http://wiltrom.com.tw,蘇義鈞,協理,03-6107168,service@wiltrom.com.tw,http://wiltrom.com.tw/big5/investor6.php
6785,昱展新藥生技股份有限公司,昱展新藥,生技醫療業,－,台中市大雅區科雅路32號5樓,52310651,林東和,文永順,文永順,總經理,康宇寧,04-24637115,105/09/23,113/01/24,新台幣                 10.0000元,"668,000,000","66,800,000",0,0,個別,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市中山區建國北路1段96號B1,勤業眾信聯合會計師事務所,王浚宇,趙永祥,Alar,"5F., No.32, Keya Rd., Daya Dist.Taichung City, Taiwan (R.O.C.)",04-22569658,alar@alarpharm.com,www.alarpharm.com,文永順,總經理,04-24637115,alar@alapharm.com,www.alarpharm.com
6788,華景電通股份有限公司,華景電,半導體業,－,苗栗縣竹南鎮科義街41號,12613876,陳榮華,古震維,管恩虎,董事長室特助,程檉森,(037)580-708,89/09/07,110/09/29,新台幣                 10.0000元,"347,396,830","34,739,683",0,0,合併,每年,董事會,富邦綜合證券(股)股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,鄭雅慧,白淑蒨,Brillian,"No. 41, Keyi St., Zhunan Township,Miaoli County 350, Taiwan (R.O.C.)",(037)580-728,ir@brillian.com.tw,www.brillian.com.tw,管恩虎,董事長室特助,(037)580-708,ir@brillian.com.tw,無
6791,虎門科技股份有限公司,虎門科技,資訊服務業,－,新北市板橋區縣民大道二段68號11樓,30921876,林麗俐,楊涪嵐,楊涪嵐,總經理,蔡弘祥,(02)2956-7575,69/07/31,111/11/14,新台幣                 10.0000元,"208,470,000","20,847,000",0,0,個別,每年,董事會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,安侯建業聯合會計師事務所,吳政諺,陳眉芳,TADC,"11F., No. 68, Sec. 2, Xianmin Blvd., Banqiao DistNew Taipei City 220, Taiwan (R.O.C.)",(02)2956-5180,ir@cadmen.com,https://www.cadmen.com/,楊涪嵐,總經理,0928576791,ir@cadmen.com,https://www.cadmen.com/corp-stakeholder
6803,崑鼎綠能環保股份有限公司,崑鼎,綠能環保,－,台北市北投區福善路16號12樓,70758512,廖俊吉吉,刁秀華,刁秀華,總經理,姚丹青,(02)2162-1688,88/12/13,99/05/27,新台幣                 10.0000元,"716,178,510","71,617,851",0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,(02)2389-2999,10044台北市中正區重慶南路一段二號5樓,資誠聯合會計師事務所,廖福銘,林一帆,ECOVE Corp.,"12Fl, No. 16, Fushan Road, Beitou DistrictTaipei City 112037, Taiwan (R.O.C.)",(02)2162-1680,Spokesman@ecove.com,http://www.ecove.com,姚丹青,會計主管兼代理發言人,2-21621688,Spokesman@ecove.com,http://www.ecove.com
6804,明係事業股份有限公司,明係,運動休閒,－,彰化縣大村鄉大橋村中山路三段1 號,05839152,江永平,黃慶忠,吳佩純,財務協理,趙珮君,048535898,74/12/30,111/03/31,新台幣                 10.0000元,"350,000,000","35,000,000",0,0,個別,每年,董事會,兆豐證券股份有限公司股務代理部,0233930898,台北市忠孝東路二段95號1樓,國富浩華聯合會計師事務所,邵朝彬,楊貞瑜,Axman,"No. 1, Sec. 3, Zhongshan Rd., Dacun Township,Changhua County, 515 Taiwan (R.O.C)",048531299,ir@axman-bike.com,www.axman.com.tw,吳佩純,財務協理,048535898,ir@axman-bike.com,www.axman.com.tw
6811,宏碁資訊服務股份有限公司,宏碁資訊,數位雲端,－,臺北市松山區復興北路369號7樓之6,53739409,陳俊聖,周幸蓉,鄭和星,財務長,邱美凌,(02)27841000,101/02/22,111/08/09,新台幣                 10.0000元,"414,490,000","41,449,000",0,0,合併,每年,股東會,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,施威銘,高靚玟,AEB,"7 F.-6, No. 369, Fuxing N. Rd., Songshan Dist., Taipei City105001, Taiwan (R.O.C.)",(02)86911016,ir.aeb@aceraeb.com,https://www.aceraeb.com/,邱美凌,資深專案經理,02-27841000;26960888,ir.aeb@aceraeb.com,https://www.aceraeb.com/
6821,聯寶電子股份有限公司,聯寶,電子零組件業,－,新北市新店區寶橋路235巷125號5樓之2,23065258,譚明珠,譚偉傑,譚偉傑,總經理,賴彥良,02-8919-1380,77/09/22,112/05/22,新台幣                 10.0000元,"310,418,200","31,041,820",0,0,合併,每年,董事會,凱基證券股份有限公司,02-2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,黃泳華,鄭安志,LKM,"5F.-2, No. 125, Ln. 235, Baoqiao Rd.Xindian Dist., New Taipei City., Taiwan",02-8919-1370,IR@linkcom.com.tw,www.linkcom.com.tw,譚偉傑,總經理,02-8919-1380,IR@linkcom.com.tw,www.linkcom.com.tw
6823,濾能股份有限公司,濾能,半導體業,－,桃園市楊梅區中山里中山北路一段199巷98號2樓,54795527,黃銘文,黃銘文,阮士原,財務長,葉博雅,03-4856365,103/03/24,111/06/30,新台幣                 10.0000元,"222,384,750","22,238,475",0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,葉翠苗,于智帆,GreenFILTEC,"2F., No. 98, Ln. 199, Sec. 1, Zhongshan N. Rd., Yangmei Dist.Taoyuan City 326, Taiwan (R.O.C.)",03-4856567,finance@greenfiltec.com,https://www.greenfiltec.com/,阮士原,財務長,03-4856365,6823@greenfiltec.com,https://www.greenfiltec.com/
6829,千附精密股份有限公司,千附精密,電機機械,－,中部科學園區台中巿后里區后科南路28號,83599094,張瓊如,賴明村,林敏惠,會計主管,陳姝朱,04-2558-8638,109/07/20,111/03/11,新台幣                 10.0000元,"591,690,000","59,169,000",0,0,個別,每年,股東會,統一綜合證券(股)公司股務代理部,02-27463797,台北市松山區東興路8號,勤業眾信聯合會計師事務所,曾建銘,劉書琳,CFPREC,"No. 28, Houke S. Rd., Houli Dist., Taichung City,Central Taiwan Science ParkTaichung, Taiwan 421012, R.O.C.",04-25589925,ir@cfprec.com.tw,https://www.cfprec.com.tw/,林敏惠,會計主管,04-2558-8638,ir@cfprec.com.tw,https://www.cfprec.com.tw/
6840,東研信超股份有限公司,東研信超,其他電子業,－,臺北市114內湖區舊宗路二段171巷18號4樓,22652384,吳仲超,吳仲超,張馨予,財務部副總,邱致清,(02)2657-3299,76/10/19,112/03/24,新台幣                 10.0000元,"252,780,000","25,278,000",0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,吳恪昌,張至誼,BTL,"No.18, Ln. 171, Sec. 2, Jiuzong Rd., Neihu DistTaipei City , Taiwan",(02)2657-3331,ir6840@newbtl.com,www.btl.com.tw,張馨予,財務部副總,(02)2657-3299,ir6840@newbtl.com,www.btl.com.tw
6841,長佳智能股份有限公司,長佳智能,生技醫療業,－,臺中市北屯區經貿路1段360號8樓,50824681,陳明豐,李友錚,李友錚,總經理兼總管理處長,王帝皓,04-2321-3838,107/06/28,112/03/01,新台幣                 10.0000元,"985,195,000","98,519,500",0,0,合併,每年,股東會,元富證券股份有限公司股務代理部,02-27686668,台北市松山區光復北路11巷35號B1,安永聯合會計師事務所,陳明宏,黃子評,EFAI,"8F, No. 360, Sec. 1, Jingmao Rd., Beitun Dist.,Taiwan  Taichung City",04-23222727,service@everfortuneai.com.tw,https://www.everfortuneai.com.tw/,林玟町,財務經理,04-2321-3838,yvanie.lin@everfortuneai.com.tw,https://www.everfortuneai.com.tw/
6843,進典工業股份有限公司,進典,電機機械,－,桃園市楊梅區青年路6-1號,35924015,范義鑫,范義鑫,黃彥文,副總經理,翁鳳姻,03-4965066,67/08/12,111/11/21,新台幣                 10.0000元,"333,040,000","33,304,000",0,0,合併,每年,股東會,永豐金證券(股)公司股務代理部,02-23816288,台北市博愛路 17 號 3 樓,勤業眾信聯合會計師事務所,呂宜真,謝明忠,JDV,"No,6-1, Qingnian Rd., Yangmei Dist,Taoyuan City,ROC",03-4963526,matt@jdv.com.tw,www.jdv.com.tw,黃彥文,副總經理,03-4965066,matt@jdv.com.tw,www.jdv.com.tw
