股票代碼,公司名稱,公司簡稱,產業類別,住址,董事長,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,簽證會計師事務所,英文簡稱,電子郵件信箱,公司網址
6640,均華精密工業股份有限公司,均華,半導體業,新北市土城區民生街2-1號,梁又文,99/10/15,107/10/23,新台幣                 10.0000元,"282,765,000","28,276,500",合併,每年,董事會,凱基證券(股)公司股務代理部,資誠聯合會計師事務所,GMM,investor@gmmcorp.com.tw,http://www.gmmcorp.com.tw
6642,富致科技股份有限公司,富致,電子零組件業,新北市五股區五工五路60號,陳繼聖,88/12/02,108/09/23,新台幣                 10.0000元,"373,996,620","37,399,662",合併,每年,董事會,永豐金證券股務代理部,資誠聯合會計師事務所,FUZETEC,ir@fuzetec.com.tw,www.fuzetec.com
6643,円星科技股份有限公司,M31,半導體業,新竹縣竹北市台元二街8號9樓,陳慧玲,100/10/21,108/01/23,新台幣                 10.0000元,"348,418,000","34,841,800",合併,每年,董事會,永豐金證券股份有限公司股代部,勤業眾信聯合會計師事務所,M31,ir@m31tech.com,https://www.m31tech.com
6649,台灣生醫材料股份有限公司,台生材,生技醫療業,新竹科學園區新竹縣竹北市生醫路一段188號1樓,呂紹綸,101/11/12,108/06/05,新台幣                 10.0000元,"420,000,000","42,000,000",個別,每年,董事會,元大證券股務代理部,安侯建業聯合會計師事務所,TWBM,investor@twbm.com.tw,www.twbm.com.tw
6651,全宇昕科技股份有限公司,全宇昕,半導體業,新北市中和區中正路716號15樓之7,李徐華,91/04/10,110/02/01,新台幣                 10.0000元,"346,015,410","34,601,541",個別,每年,董事會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,CYSTEK,spokesperson@cystek.com.tw,http://www.cystekec.com
6654,天正國際精密機械股份有限公司,天正國際,其他電子業,高雄市仁武區鳳仁路295-2號,周倩玉,101/12/26,107/10/23,新台幣                 10.0000元,"369,627,200","33,262,720",合併,每年,董事會,台新證券股務代理部,勤業眾信聯合會計師事務所,TZI,tian-zheng@tz-int.com,http://www.tz-int-ltd.com
6661,威健股份有限公司,威健生技,生技醫療業,台北市南港區園區街3號12樓,陳貴弘,92/01/30,110/01/27,新台幣                 10.0000元,"233,042,480","23,304,248",合併,每年,董事會,兆豐證券股務代理部,勤業眾信聯合會計師事務所,WELGENE,80158777@welgene.com.tw,http：//www.welgene.com.tw
6662,樂斯科生物科技股份有限公司,樂斯科,生技醫療業,台北市南港區重陽路316號2樓,陳振忠,90/05/10,108/03/26,新台幣                 10.0000元,"256,124,000","25,612,400",個別,每年,股東會,中國信託商業銀行 代理部,勤業眾信聯合會計師事務所,BioLASCO,investor@biolasco.com.tw,www.biolasco.com.tw
6664,群翊工業股份有限公司,群翊,電子零組件業,桃園市楊梅區和平路188號,陳安順,79/01/24,107/09/12,新台幣                 10.0000元,"579,785,140","57,978,514",合併,每年,董事會,福邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,Group Up,gp@gpline.com.tw,http://www.gpline.com.tw/
6667,信紘科技股份有限公司,信紘科,其他電子業,苗栗縣竹南鎮公義里友義路66號,簡士堡,84/10/17,107/11/13,新台幣                 10.0000元,"447,788,780","44,778,878",合併,每年,董事會,第一金證券(股)公司股務代理部,勤業眾信聯合會計師事務所,Trusval,IR@trusval.com.tw,http://www.trusval.com.tw
6679,鈺太科技股份有限公司,鈺太,半導體業,新竹科學園區篤行路6-1號5樓,邱景宏,94/12/12,108/05/09,新台幣                 10.0000元,"549,753,350","54,975,335",合併,每半會計年度,董事會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,ZILLTEK,ir@zilltek.com,www.zilltek.com
6680,鑫創電子股份有限公司,鑫創電子,電腦及週邊設備業,新北市中和區中正路738號2樓之3,許育瑞,98/03/20,108/09/16,新台幣                 10.0000元,"210,750,670","21,075,067",合併,每年,董事會,兆豐證券股份有限公司股務代理部,安侯建業聯合會計師事務所,SINTRONES,ir@sintrones.com,http://www.sintrones.com/
6683,雍智科技股份有限公司,雍智科技,半導體業,新竹縣竹北市莊敬北路431號,李職民,95/09/11,108/04/23,新台幣                 10.0000元,"273,896,610","27,389,661",合併,每年,股東會,凱基證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,KSMT,ksmt@ksmt.com.tw,http://www.ksmt.com.tw
6684,安格科技股份有限公司,安格,半導體業,新竹縣竹北市高鐵二路55號,羅森洲,99/10/21,110/08/11,新台幣                 10.0000元,"446,299,280","44,629,928",合併,每年,股東會,福邦證券股份有限公司股務代理部,資誠聯合會計師事務所,AlgolTek,agir@algoltek.com.tw,www.algoltek.com.tw
6690,安碁資訊股份有限公司,安碁資訊,數位雲端,台北市信義區忠孝東路四段563號8樓,施宣輝,89/05/29,108/10/30,新台幣                 10.0000元,"221,152,200","22,115,220",合併,每年,董事會,台新證券股務代理部,安侯建業聯合會計師事務所,ACSI,ir@acercsi.com,www.acercsi.com/
6692,進金生能源服務股份有限公司,進能服,綠能環保,臺北市內湖區新湖二路257號6樓,黃舉昇,103/10/16,113/02/02,新台幣                 10.0000元,"519,409,730","51,940,973",合併,每年,股東會,統一證券股務代理部,資誠聯合會計師事務所,AES,invest@acmepointes.com,http://www.acmepointes.com
6693,廣閎科技股份有限公司,廣閎科,半導體業,新竹縣竹北市台元二街8號8樓之3,林明璋,96/11/01,111/03/01,新台幣                 10.0000元,"457,200,000","45,720,000",合併,每年,股東會,元大證券股份有限公司股務代理部,安侯建業聯合會計師事務所,inergy,IR@inergy.com.tw,http://www.inergy.com.tw/
6697,東捷資訊服務股份有限公司,東捷資訊,資訊服務業,台北市南港區三重路19-8號5樓,高尚偉,79/12/01,108/12/26,新台幣                 10.0000元,"273,233,640","27,323,364",合併,每年,董事會,台新證券股務代理部,資誠聯合會計師事務所,ITTS,ir@itts.com.tw,http://www.itts.com.tw
6703,軒郁國際股份有限公司,軒郁,生技醫療業,台北市松山區復興北路311號7樓,胡蕙郁,98/05/18,109/10/20,新台幣                 10.0000元,"279,021,640","27,902,164",合併,每半會計年度,董事會,福邦證券股份有限公司股務代理部,安永聯合會計師事務所,SHINY,IR@shinybrands.com,https://www.shinybrands.com/
6708,天擎積體電路股份有限公司,天擎,半導體業,新竹科學園區新竹市力行一路1號3樓C5室,呂惠平,90/02/15,111/12/29,新台幣                 10.0000元,"290,087,790","29,008,779",合併,每年,董事會,凱基證券股份有限公司,勤業眾信聯合會計師事務所,MARS,service@mars-semi.com.tw,www.mars-semi.com.tw
6712,長聖國際生技股份有限公司,長聖,生技醫療業,中部科學工業園區臺中市大雅區科雅路30號4樓,劉銖淇,105/12/06,110/01/08,新台幣                 10.0000元,"733,387,300","73,338,730",合併,每年,董事會,元富證券股份有限公司股務代理部,安永聯合會計師事務所,Ever Supreme,service@ever-supreme.com.tw,www.ever-supreme.com.tw
6716,應廣科技股份有限公司,應廣,半導體業,新竹市公道五路三段1號6樓之6,唐燦弼,94/02/17,109/03/27,新台幣                 10.0000元,"304,193,140","30,419,314",合併,每年,董事會,兆豐證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,PDK,spokesmen@padauk.com.tw,http://www.padauk.com.tw
6721,信實保全股份有限公司,信實,其他,新竹縣竹北市台元二街8號6樓之一,楊文榮,97/07/31,111/04/29,新台幣                 10.0000元,"225,000,000","22,500,000",合併,每年,股東會,第一金證券股務代理部,勤業眾信聯合會計師事務所,Sincere group,IR@sincere-group.com.tw,http://www.sincere-group.com.tw
6727,亞泰金屬工業股份有限公司,亞泰金屬,電子零組件業,桃園市楊梅區民富路二段199巷16號,鄒貴銓,62/10/29,109/12/01,新台幣                 10.0000元,"247,118,820","24,711,882",合併,每年,董事會,元大證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,AMI,amiservice@asiametalinc.com,www.asiametalinc.com
6728,上洋產業股份有限公司,上洋,居家生活,新北市五股區五權六路39號,吳明富,91/01/17,109/12/25,新台幣                 10.0000元,"230,000,000","23,000,000",合併,每年,董事會,台新證券股務代理部,勤業眾信聯合會計師事務所,UP YOUNG,ir6728@upyoung.com.tw,http://www.upyoung.com.tw
6732,昇佳電子股份有限公司,昇佳電子,半導體業,新竹縣竹北市台元二街6號11樓,李盛樞,98/12/01,109/06/08,新台幣                 10.0000元,"489,126,180","48,912,618",個別,每年,董事會,台新證券股務代理部,勤業眾信聯合會計師事務所,sensortek,spokesperson@sensortek.com.tw,http://www.sensortek.com.tw
6733,博晟生醫股份有限公司,博晟生醫,生技醫療業,台北市南港區園區街3之2號4樓,陳德禮,105/07/07,110/01/28,新台幣                 10.0000元,"1,230,760,260","123,076,026",合併,每年,股東會,群益金鼎證券(股務代理部),資誠聯合會計師事務所,BioGend,ir@biogend.com.tw,https://www.biogend.com.tw/
6735,美達科技股份有限公司,美達科技,其他電子業,新北市中和區連城路268號15樓,陳林杰,91/05/10,111/04/29,新台幣                 10.0000元,"418,887,000","41,888,700",合併,每年,股東會,群益金鼎證券股份有限公司,資誠聯合會計師事務所,AMIDA,stock@amidatec.com,http://www.amidatec.com/
6741,"91APP, Inc.",91APP*-KY,數位雲端,"P.O. Box 10655, Grand Cayman, KY1-1006, Cayman Islands",何英圻,102/07/08,110/05/25,新台幣                  5.0000元,"602,889,985","120,577,997",合併,每年,董事會,元大證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,91APP,stock@91app.com,https://www.91app.com
6747,亨泰光學股份有限公司,亨泰光,生技醫療業,臺北市士林區承德路四段150號6樓之1、152號6樓之1,吳怡璁,65/05/01,110/01/19,新台幣                 10.0000元,"241,890,000","24,189,000",合併,每年,董事會,永豐金證券股份有限公司,安侯建業聯合會計師事務所,BTOX,SP@brightenoptix.com,http://www.brightenoptix.com.tw/
6751,智聯服務股份有限公司,智聯服務,資訊服務業,新竹縣竹北市環科一路33號6樓之3,施宣輝,106/09/13,109/12/25,新台幣                 10.0000元,"222,000,000","22,200,000",合併,每年,股東會,福邦證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,AST,IR.AST@acer-ast.com,https://www.acer-ast.com/
6752,叡揚資訊股份有限公司,叡揚,資訊服務業,台北市中山區德惠街9號5樓,張培鏞,76/03/16,109/12/10,新台幣                 10.0000元,"327,651,300","32,765,130",合併,每年,董事會,群益金鼎證券股份有限公司,安侯建業聯合會計師事務所,GSS,GSSIR@gss.com.tw,https://www.gss.com.tw
6761,穩得實業股份有限公司,穩得,電子零組件業,新北市新店區寶橋路188號6樓及6樓之1,高治宏,68/06/27,110/11/08,新台幣                 10.0000元,"301,049,420","30,104,942",合併,每年,股東會,富邦綜合證券股份有限公司,資誠聯合會計師事務所,Wendell,invest@wendell.com.tw,https://www.wendell.com.tw/zh/
6762,達亞國際股份有限公司,達亞,生技醫療業,桃園市蘆竹區南山路一段200號,許雅雯,93/11/16,109/12/18,新台幣                 10.0000元,"258,892,420","25,889,242",個別,每年,董事會,中國信託商業銀行代理部,資誠聯合會計師事務所,Delta Asia,IR@deltaasia.com.tw,https://www.deltaasia.com.tw/
6763,綠界科技股份有限公司,綠界科技,數位雲端,台北市南港區三重路19-2號6樓之2,林雪慧,85/06/04,111/03/15,新台幣                 10.0000元,"184,039,130","18,403,913",合併,每半會計年度,董事會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,Green World,financial_material@ecpay.com.tw,https://www.ecpay.com.tw/
6767,台灣微創醫療器材股份有限公司,台微醫,生技醫療業,新竹科學園區新竹縣竹北市生醫路2段26號1樓,梁晃千,98/12/29,110/01/25,新台幣                 10.0000元,"291,090,000","29,109,000",合併,每年,股東會,凱基證券,勤業眾信聯合會計師事務所,Wiltrom,service@wiltrom.com.tw,http://wiltrom.com.tw
6785,昱展新藥生技股份有限公司,昱展新藥,生技醫療業,台中市大雅區科雅路32號5樓,林東和,105/09/23,113/01/24,新台幣                 10.0000元,"668,000,000","66,800,000",個別,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,Alar,alar@alarpharm.com,www.alarpharm.com
6788,華景電通股份有限公司,華景電,半導體業,苗栗縣竹南鎮科義街41號,陳榮華,89/09/07,110/09/29,新台幣                 10.0000元,"347,396,830","34,739,683",合併,每年,董事會,富邦綜合證券(股)股務代理部,資誠聯合會計師事務所,Brillian,ir@brillian.com.tw,www.brillian.com.tw
6791,虎門科技股份有限公司,虎門科技,資訊服務業,新北市板橋區縣民大道二段68號11樓,林麗俐,69/07/31,111/11/14,新台幣                 10.0000元,"208,470,000","20,847,000",個別,每年,董事會,富邦綜合證券(股)公司股務代理部,安侯建業聯合會計師事務所,TADC,ir@cadmen.com,https://www.cadmen.com/
6803,崑鼎綠能環保股份有限公司,崑鼎,綠能環保,台北市北投區福善路16號12樓,廖俊吉吉,88/12/13,99/05/27,新台幣                 10.0000元,"718,821,640","71,882,164",合併,每年,董事會,凱基證券股份有限公司股務代理部,資誠聯合會計師事務所,ECOVE Corp.,Spokesman@ecove.com,http://www.ecove.com
6804,明係事業股份有限公司,明係,運動休閒,彰化縣大村鄉大橋村中山路三段1 號,江永平,74/12/30,111/03/31,新台幣                 10.0000元,"350,000,000","35,000,000",個別,每年,董事會,兆豐證券股份有限公司股務代理部,國富浩華聯合會計師事務所,Axman,ir@axman-bike.com,www.axman.com.tw
6811,宏碁資訊服務股份有限公司,宏碁資訊,數位雲端,臺北市松山區復興北路369號7樓之6,陳俊聖,101/02/22,111/08/09,新台幣                 10.0000元,"414,490,000","41,449,000",合併,每年,股東會,台新證券股務代理部,安侯建業聯合會計師事務所,AEB,ir.aeb@aceraeb.com,https://www.aceraeb.com/
6821,聯寶電子股份有限公司,聯寶,電子零組件業,新北市新店區寶橋路235巷125號5樓之2,譚明珠,77/09/22,112/05/22,新台幣                 10.0000元,"310,418,200","31,041,820",合併,每年,董事會,凱基證券股份有限公司,安侯建業聯合會計師事務所,LKM,IR@linkcom.com.tw,www.linkcom.com.tw
6823,濾能股份有限公司,濾能,半導體業,桃園市楊梅區中山里中山北路一段199巷98號2樓,黃銘文,103/03/24,111/06/30,新台幣                 10.0000元,"222,384,750","22,238,475",合併,每年,董事會,中國信託商業銀行代理部,資誠聯合會計師事務所,GreenFILTEC,finance@greenfiltec.com,https://www.greenfiltec.com/
6829,千附精密股份有限公司,千附精密,電機機械,中部科學園區台中巿后里區后科南路28號,張瓊如,109/07/20,111/03/11,新台幣                 10.0000元,"591,690,000","59,169,000",個別,每年,股東會,統一綜合證券(股)公司股務代理部,勤業眾信聯合會計師事務所,CFPREC,ir@cfprec.com.tw,https://www.cfprec.com.tw/
6840,東研信超股份有限公司,東研信超,其他電子業,臺北市114內湖區舊宗路二段171巷18號4樓,吳仲超,76/10/19,112/03/24,新台幣                 10.0000元,"252,780,000","25,278,000",合併,每年,股東會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,BTL,ir6840@newbtl.com,www.btl.com.tw
6841,長佳智能股份有限公司,長佳智能,生技醫療業,臺中市北屯區經貿路1段360號8樓,陳明豐,107/06/28,112/03/01,新台幣                 10.0000元,"985,195,000","98,519,500",合併,每年,股東會,元富證券股份有限公司股務代理部,安永聯合會計師事務所,EFAI,service@everfortuneai.com.tw,https://www.everfortuneai.com.tw/
6843,進典工業股份有限公司,進典,電機機械,桃園市楊梅區青年路6-1號,范義鑫,67/08/12,111/11/21,新台幣                 10.0000元,"333,040,000","33,304,000",合併,每年,股東會,永豐金證券(股)公司股務代理部,勤業眾信聯合會計師事務所,JDV,matt@jdv.com.tw,www.jdv.com.tw
6844,諾貝兒寶貝股份有限公司,諾貝兒,生技醫療業,高雄市三民區大昌二路87號,張振興,86/10/08,113/03/08,新台幣                 10.0000元,"380,324,400","38,032,440",個別,每年,董事會,台新綜合證券股份有限公司,安侯建業聯合會計師事務所,NORBEL,norbel@norbelbaby.com.tw,https://www.norbelbaby.com.tw
6846,綠茵生技股份有限公司,綠茵,食品工業,台中市大雅區科雅路43號5樓,吳嘉峰,101/07/18,112/05/15,新台幣                 10.0000元,"268,639,000","26,863,900",合併,每年,董事會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,GREENYN,public@greenyn.com.tw,http://greenynbio.com
6855,數泓科技股份有限公司,數泓科,其他電子業,臺中市潭子區北環路15-1號,游祥鎮,95/06/26,111/10/06,新台幣                 10.0000元,"211,361,050","21,136,105",個別,每年,董事會,台新綜合證券(股)公司股務代理部,安永聯合會計師事務所,Eclatorq,eclatorq@eclatorq.com,http://www.eclatorq.com
6856,鑫傳國際多媒體科技股份有限公司,鑫傳,文化創意業,臺中市大里區國光路一段68號,廖紫岑,86/08/20,112/10/27,新台幣                 10.0000元,"282,000,000","28,200,000",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,ST media,6856@st-media.com.tw,https://st-media.com.tw
6859,伯特光電股份有限公司,伯特光,光電業,台中市潭子區潭富路一段87巷35號,陳柏輯,92/11/12,111/11/28,新台幣                 10.0000元,"391,344,000","39,134,400",合併,每年,董事會,福邦證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,BEST OPT,IR@best88.com.tw,https://www.best-opto.com
6865,偉康科技股份有限公司,偉康科技,數位雲端,台北市松山區南京東路五段161號4樓,連泓鈞,87/05/28,112/01/11,新台幣                 10.0000元,"145,100,000","14,510,000",個別,每年,董事會,凱基證券股份有限公司,安侯建業聯合會計師事務所,WebComm,ir@webcomm.com.tw,https://www.webcomm.com.tw/
6870,騰雲科技服務股份有限公司,騰雲,數位雲端,新北市汐止區新台五路一段99號11樓之11,梁基文,105/03/29,112/09/14,新台幣                 10.0000元,"218,000,000","21,800,000",合併,每年,股東會,福邦證券股份有限公司股務代理部,安永聯合會計師事務所,Turn Cloud,press@turn2cloud.com,https://www.turn2cloud.com
6874,倍力資訊股份有限公司,倍力,資訊服務業,臺北市大安區仁愛路四段85號12樓,許金隆,88/09/10,111/12/14,新台幣                 10.0000元,"220,000,000","22,000,000",個別,每年,股東會,富邦綜合證券(股)公司股務代理部,安侯建業聯合會計師事務所,M-POWER,ir@mpinfo.com.tw,https://www.mpinfo.com.tw/
6875,國邑藥品科技股份有限公司,國邑*,生技醫療業,台北市南港區三重路66號3樓之3,王建治,89/05/25,113/03/26,新台幣                  5.0000元,"645,090,020","129,018,004",合併,每年,董事會,凱基證券股份有限公司股務代理部,資誠聯合會計師事務所,PBI,ir@pharmosa.com.tw,http://www.pharmosa.com.tw
6877,鏵友益科技股份有限公司,鏵友益,其他電子業,高雄市路竹區北嶺六路88號,杜泰源,103/10/02,112/06/16,新台幣                 10.0000元,"340,880,000","34,288,000",合併,每年,董事會,元大證券股份有限公司股務代理部,安侯建業聯合會計師事務所,HYE,hye@nk-hye.com.tw,https://www.hyetech.com.tw/
6881,潤德室內裝修設計工程(股)公司,潤德,其他,台北市中山區八德路二段308號11樓之1,簡滄圳,80/11/14,113/05/21,新台幣                 10.0000元,"135,000,000","13,500,000",個別,每年,股東會,第一金證券股務代理部,資誠聯合會計師事務所,RTD,RTD@mail.ruentex.com.tw,https://rd.ruentex.com.tw
6894,衛司特科技股份有限公司,衛司特,綠能環保,台中市西屯區何成里大墩19街186號12樓之1,林世民,90/01/19,112/11/29,新台幣                 10.0000元,"238,000,000","23,800,000",合併,每年,董事會,兆豐證券股份有限公司,安永聯合會計師事務所,WRT,waste@recotech.com.tw,http://www.recotech.com.tw
6895,宏碩系統股份有限公司,宏碩系統,半導體業,35151 苗栗縣頭份市中正路598巷31號,趙勤孝,91/12/31,112/08/22,新台幣                 10.0000元,"341,000,000","34,100,000",個別,每年,董事會,兆豐證券股份限公司,資誠聯合會計師事務所,WPTI,IR@wavepower.com.tw,https://www.wavepower.com.tw
6899,創為精密材料股份有限公司,創為精密,光電業,基隆市安樂區武訓街84號,趙書華,89/05/24,113/04/08,新台幣                 10.0000元,"423,984,910","42,398,491",合併,每半會計年度,董事會,凱基證券股份有限公司股務代理部,資誠聯合會計師事務所,AMT,amt1@amtouch.com.tw,https://www.amtouch.com.tw
6904,伯鑫工具股份有限公司,伯鑫,其他,台中市神岡區中山路893巷9-2號,趙秀月,73/04/24,112/12/05,新台幣                 10.0000元,"185,000,000","18,500,000",合併,每年,股東會,元大證券股務代理部,資誠聯合會計師事務所,PROXENE,sp@proxene.com.tw,https://www.proxene.com.tw/
6922,宸曜科技股份有限公司,宸曜,電腦及週邊設備業,新北市中和區中正路868之3號15樓,高明和,99/07/14,112/11/09,新台幣                 10.0000元,"256,171,280","25,617,128",合併,每年,董事會,宏遠證券股份有限公司股務代理部,安侯建業聯合會計師事務所,Neousys,IR@neousys-tech.com,https://www.neousys-tech.com/
6929,佑全藥品股份有限公司,佑全,生技醫療業,台中市西屯區台灣大道四段925號20樓之1,劉志平,89/04/13,113/03/28,新台幣                 10.0000元,"442,700,000","44,270,000",個別,每年,股東會,元大證券股份有限公司股務代理部,安侯建業聯合會計師事務所,We Can,pub6929@yourchance.com.tw,http://www.yourchance.com.tw/
6953,家碩科技股份有限公司,家碩,半導體業,新竹縣竹北市嘉豐十一路一段117號,邱銘乾,105/07/18,113/05/13,新台幣                 10.0000元,"300,146,000","30,014,600",合併,每年,董事會,元大證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,GDE,IR@gdauto.com.tw,https://www.gdauto.com.tw
7402,邑錡股份有限公司,邑錡,光電業,台北市內湖區洲子街105及107號4樓,陳世哲,92/11/06,104/12/29,新台幣                 10.0000元,"352,294,210","35,229,421",個別,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,Brinno,carol@brinno.com,www.brinno.com
7556,意德士科技股份有限公司,意德士科技,半導體業,台北市民生東路二段170號4樓,闕聖哲,88/07/15,109/10/30,新台幣                 10.0000元,"240,541,170","24,054,117",合併,每年,董事會,永豐金證券股份有限公司,安侯建業聯合會計師事務所,YEEDEX,info@yeedex.com.tw,www.yeedex.com.tw
8024,佑華微電子股份有限公司,佑華,半導體業,新竹市光復路2段295號9樓之1,林振興,81/07/28,95/09/25,新台幣                 10.0000元,"451,601,000","45,160,100",合併,每年,股東會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,Alpha,shareholder@ealpha.com.tw,www.ealpha.com.tw
8027,鈦昇科技股份有限公司,鈦昇,電機機械,高雄市燕巢區橫山路六十一號,王明慶,83/10/28,104/06/09,新台幣                 10.0000元,"985,953,930","98,595,393",合併,每年,董事會,永豐金證券股份有限公司,國富浩華聯合會計師事務所,E&R,spokesman_8027@enr.com.tw,www.enr.com.tw
8032,光菱電子股份有限公司,光菱,電子通路業,新北市汐止區新台五路一段79號9樓之7,廖順榮,76/08/15,92/10/02,新台幣                 10.0000元,"518,103,000","51,810,300",合併,每年,董事會,元大證券股份有限公司股務代理部,勤業眾信會計師事務所,KORYO,ir@koryo.com.tw,www.koryo.com.tw
8034,榮群電訊股份有限公司,榮群,通信網路業,新竹科學工業園區工業東九路五號３樓,王慶橖,81/04/20,93/05/06,新台幣                 10.0000元,"628,737,250","62,873,725",合併,每年,股東會,永豐金證券股務代理部,資誠聯合會計師事務所,OPNET,ir@opnet.com.tw,www.opnet.com.tw
8038,長園科技實業股份有限公司,長園科,電子零組件業,(407)中部科學工業園區台中市西屯區科雅東路9號,張李琇玉,86/08/28,102/11/21,新台幣                 10.0000元,"628,741,900","62,874,190",合併,每年,股東會,元大證券股份有限公司,資誠聯合會計師事務所,CAEC,ir@caec.com.tw,www.caec.com.tw
8040,九暘電子股份有限公司,九暘,半導體業,新竹市光復路2段2巷47號10樓之1,羅瑞祥,86/07/19,96/04/30,新台幣                 10.0000元,"688,500,740","68,850,074",個別,每年,股東會,永豐金證券股份有限公司,資誠聯合會計師事務所,IC+,investor@icplus.com.tw,www.icplus.com.tw
8042,臺灣金山電子工業股份有限公司,金山電,電子零組件業,新北市三重區光復路一段六十八巷十一弄一號二樓,江士勳,59/03/20,93/03/22,新台幣                 10.0000元,"1,294,625,490","129,462,549",合併,每年,董事會,福邦證券股務代理部,資誠聯合會計師事務所,CHINSAN,angel.chen@chinsan.com,www.chinsan.com
8043,蜜望實企業股份有限公司,蜜望實,電子零組件業,台北市內湖區內湖路1段316號8樓,林訓民,78/05/20,92/10/24,新台幣                 10.0000元,"799,071,700","79,907,170",合併,每年,董事會,凱基證券股份有限公司,資誠聯合會計師事務所,3H,emma@threehhh.com.tw,WWW.THREEHHH.COM.TW
8044,網路家庭國際資訊股份有限公司,網家,數位雲端,台北市敦化南路二段105號12樓,詹宏志,87/07/14,94/01/24,新台幣                 10.0000元,"1,439,529,450","143,952,945",合併,每年,董事會,台新證券股務代理部,安侯建業會計師事務所,PChome online,ir@pchome.tw,www.pchome.com.tw
8047,星雲電腦股份有限公司,星雲,其他電子業,新北市汐止區福德二路236號4樓-1,賴金森,78/04/20,93/02/09,新台幣                 10.0000元,"416,663,430","41,666,343",合併,每年,股東會,富邦綜合證券股份有限公司,安侯建業聯合會計師事務所,GCC,diane.chou@gcc.com.tw,http://www.gccworld.com
8048,德勝科技股份有限公司,德勝,通信網路業,台北市南港路三段50巷1號3樓,林坤銘,70/07/14,98/09/08,新台幣                 10.0000元,"561,030,020","56,103,002",合併,每年,股東會,元大證券股份有限公司,勤業眾信聯合會計師事務所,RUBYTECH,rubytech@mail.rubytech.com.tw,www.rubytech.com.tw
8049,晶采光電科技股份有限公司,晶采,光電業,新北市汐止區新台五路一段116號4樓,蘇漢傑,87/03/17,93/02/02,新台幣                 10.0000元,"1,182,798,080","118,279,808",合併,每年,股東會,永豐金證券股份有限公司,安侯建業聯合會計師事務所,AMPIRE,pure.yang@ampire.com.tw,www.ampire.com.tw
8050,廣積科技股份有限公司,廣積,電腦及週邊設備業,台北市南港區園區街3號15樓之1,林秋旭,89/02/15,92/10/24,新台幣                 10.0000元,"2,060,567,780","206,056,778",合併,每年,董事會,台新證券股務代理部,勤業眾信會計師事務所,IBASE,benny@ibase.com.tw,www.ibase.com.tw
8054,安國國際科技股份有限公司,安國,半導體業,臺北市南港區三重路66號9樓之1,羅森洲,88/11/23,93/11/08,新台幣                 10.0000元,"977,725,660","97,772,566",合併,每年,董事會,福邦證券股份有限公司,資誠聯合會計師事務所,Alcor Micro,AM-IR@alcormicro.com,www.alcormicro.com
8059,凱碩科技股份有限公司,凱碩,通信網路業,新北市深坑區北深路三段141巷14號,章瑛,87/06/26,99/03/16,新台幣                 10.0000元,"1,926,305,000","192,630,500",合併,每年,董事會,元富證券股份有限公司股務代理部,資誠聯合會計師事務所,CTI,CTI_shareholder@castlenet.com.tw,http://www.castlenet.com.tw
8064,東捷科技股份有限公司,東捷,光電業,南部科學園區台南市新市區南科六路9號,嚴瑞雄,87/05/01,95/09/25,新台幣                 10.0000元,"1,648,178,360","164,817,836",合併,每年,股東會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,CONTREL,ir@contrel.com.tw,www.contrel.com.tw
8066,來思達國際企業股份有限公司,來思達,居家生活,臺北市內湖區新湖一路86號3樓,謝采琁,85/12/19,93/12/24,新台幣                 10.0000元,"296,423,040","29,642,304",合併,每年,股東會,群益金鼎證券(股)公司,資誠聯合會計師事務所,LIFESTYLE,lifestyle@lifestyle-tw.com,www.lifestyle-global.com
8067,志旭國際股份有限公司,志旭,電子通路業,新北市三重區新北大道二段260號十四樓,陳昱志,78/03/24,93/04/23,新台幣                 10.0000元,"207,000,000","20,700,000",合併,每年,股東會,富邦綜合證券股務代理部,安侯建業會計師事務所,Gish INT,Grace_chen@mail.gish.com.tw,http://www.gish.com.tw
