公司代號,公司名稱,公司簡稱,產業類別,住址,董事長,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,簽證會計師事務所,英文簡稱,電子郵件信箱,公司網址
6415,矽力杰股份有限公司,矽力*-KY,半導體業,新北市中和區板南路653號10樓,陳偉,1997/2/7,102/12/12,新台幣                  2.5000元,"962,408,230","384,963,292",合併,每年,董事會,元大證券股份有限公司,勤業眾信聯合會計師事務所,Silergy,IR@silergycorp.com,http://www.silergy.com
6416,瑞祺電通股份有限公司,瑞祺電通,通信網路業,新北市新莊區建國一路308號12樓,朱復銓,1996/4/19,107/04/16,新台幣                 10.0000元,"733,484,600","73,348,460",合併,每年,董事會,福邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,CASWELL,spokesman@cas-well.com,www.cas-well.com
6426,統新光訊股份有限公司,統新,通信網路業,台南市新市區南科三路7號4樓,李英坤,1992/8/1,110/03/24,新台幣                 10.0000元,"385,090,000","38,509,000",合併,每年,股東會,元富證券股務代理部,安永聯合會計師事務所,APOGEE,accounting@nextapogee.com.tw,http://www.nextapogee.com.tw
6431,光麗生技控股股份有限公司,光麗-KY,生技醫療業,臺北市中山區建國北路二段66號9樓,"BRIGHTNESS CO., LTD. 代表人：陳寬聰",101/07/04,103/12/04,新台幣                 10.0000元,"723,988,350","72,398,835",合併,每年,股東會,凱基證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,KL,PR@kl-holdings.com,http://www.kl-holdings.com/
6438,迅得機械股份有限公司,迅得,其他電子業,桃園市中壢區榮民路421號,官錦堃,1988/10/28,110/01/19,新台幣                 10.0000元,"752,817,110","75,281,711",合併,每半會計年度,董事會,台新證券股務代理部,勤業眾信聯合會計師事務所,SAA,Kris.Huang@sac-symtek.com,www.saa-symtek.com
6442,光紅建聖股份有限公司,光聖,通信網路業,新北市淡水區中正東路二段27-8號13樓,"CHEN, STEVE",1985/9/4,104/07/14,新台幣                 10.0000元,"756,000,000","75,600,000",合併,每年,董事會,台新綜合證券(股)公司股務代理部,勤業眾信聯合會計師事務所,EZconn,allen.chuang@ezconn.com,www.ezconn.com
6443,元晶太陽能科技股份有限公司,元晶,光電業,新北市新店區北新路3段225號8樓,偉任投資股份有限公司,1999/6/24,104/10/01,新台幣                 10.0000元,"5,386,914,660","512,796,730",合併,每年,股東會,第一金證券(股)公司股務代理部,勤業眾信聯合會計師事務所,TSEC,ir@tsecpv.com,www.tsecpv.com
6446,藥華醫藥股份有限公司,藥華藥,生技醫療業,台北市南港區園區街3號13樓,詹青柳,1989/5/9,113/01/25,新台幣                 10.0000元,"3,408,103,910","340,810,391",合併,每年,股東會,中國信託商業銀行代理部,安永聯合會計師事務所,PEC,ir@pharmaessentia.com,http://www.PharmaEssentia.com
6449,鈺邦科技股份有限公司,鈺邦,電子零組件業,苗栗縣竹南鎮科東三路2、6號4樓,鄭敦仁,1994/12/23,103/12/09,新台幣                 10.0000元,"889,535,140","88,953,514",合併,每年,股東會,福邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,APAQ,estherli@apaq.com.tw,http://www.apaq.com.tw/
6451,訊芯科技控股股份有限公司,訊芯-KY,半導體業,台北市信義區光復南路495號11樓之5,蔣尚義,1997/1/8,104/01/26,新台幣                 10.0000元,"1,074,648,000","107,464,800",合併,每年,董事會,福邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,ShunSin,sst@shunsintech.com,http://www.shunsintech.com/
6456,GIS Holding Limited,GIS-KY,光電業,苗栗縣竹南鎮科中路12號8樓(訴訟及非訟代理人聯絡處),周賢穎,100/01/04,104/06/12,新台幣                 10.0000元,"3,379,398,000","337,939,800",合併,每年,董事會,福邦證券股份有限公司,資誠聯合會計師事務所,GIS,ir@gis-touch.com,https://www.gis-touch.com
6464,台灣數位光訊科技股份有限公司,台數科,其他,台中市西屯區文心路二段201號6樓之6,廖紫岑,1995/8/2,104/12/16,新台幣                 10.0000元,"1,276,131,380","127,613,138",合併,每半會計年度,股東會,台新證券股務代理部,安侯建業聯合會計師事務所,top MSO,sandy@topmso.com.tw,www.topmso.com.tw
6472,保瑞藥業股份有限公司,保瑞,生技醫療業,台北市內湖區瑞光路26巷36弄2號6樓,盛保熙,1996/6/12,112/12/19,新台幣                 10.0000元,"1,014,901,280","101,490,128",合併,每半會計年度,董事會,台新綜合證券股份有限公司,安永聯合會計師事務所,Bora,public01@bora-corp.com,https://bora-corp.com/
6477,安集科技股份有限公司,安集,光電業,台南市安南區科技五路19號,黃國棟,1996/2/13,105/06/21,新台幣                 10.0000元,"1,237,266,670","123,782,468",合併,每年,董事會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,Anji,anjitek@anjitek.com,http://www.anjitek.com
6491,晶碩光學股份有限公司,晶碩,生技醫療業,桃園市龜山區興業街5號2樓之1,郭明棟,1998/8/26,108/10/07,新台幣                 10.0000元,"780,000,000","78,000,000",合併,每年,董事會,凱基證券股份有限公司股務代理部,安永聯合會計師事務所,PEGAVISION,ir@pegavision.com,http://www.pegavision.com
6504,南六企業股份有限公司,南六,其他,高雄市燕巢區角宿里四林路699號,黃世鐘,1967/12/1,102/05/07,新台幣                 10.0000元,"726,000,000","72,600,000",合併,每年,股東會,元大證券股務代理部,資誠聯合會計師事務所,NAN LIU,jin@nanliugroup.com,www.e-nonwoven.com.tw
6505,台塑石化股份有限公司,台塑化,油電燃氣業,台北市內湖區南京東路六段380號(A2棟)4樓,陳?郎,1981/4/6,1992/12/26,新台幣                 10.0000元,"95,259,596,520","9,525,959,652",合併,每年,董事會,本公司股務組,安永聯合會計師事務所,FPCC,fpccir@fpcc.com.tw,WWW.FPCC.COM.TW
6515,穎崴科技股份有限公司,穎崴,半導體業,高雄市楠梓區創意南路68號,王嘉煌,1990/4/10,110/01/20,新台幣                 10.0000元,"347,726,200","34,772,620",合併,每年,董事會,元大證券股份有限公司股務代理部,安侯建業聯合會計師事務所,WinWay,0,https://www.winwayglobal.com/
6525,捷敏股份有限公司,捷敏-KY,半導體業,新北市中和區橋安街35號10樓,鄭祝良,1987/4/17,105/04/12,新台幣                 10.0000元,"1,290,473,840","129,047,384",合併,每年,董事會,元大證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,GEM,IR@gemservices.com,www.gemservices.com
6526,達發科技股份有限公司,達發,半導體業,新竹市科學園區篤行路6-5號5樓,謝清江,1990/8/14,112/10/19,新台幣                 10.0000元,"1,660,217,030","166,021,703",合併,每年,董事會,中國信託商業銀行代理部,安永聯合會計師事務所,Airoha,ir@airoha.com.tw,http://www.airoha.com
6531,愛普科技股份有限公司,愛普*,半導體業,新竹縣竹北市台元一街一號10樓之一,陳文良,100/08/04,105/05/31,新台幣                  5.0000元,"810,019,730","162,003,946",合併,每年,董事會,凱基證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,AP Memory,ir@apmemory.com,www.apmemory.com
6533,晶心科技股份有限公司,晶心科,半導體業,新竹科學園區新竹市力行一路1號3樓A1-4,林志明,1994/3/14,106/03/14,新台幣                 10.0000元,"506,509,110","50,650,911",合併,每年,董事會,宏遠證券股份有限公司股務代理部,安永聯合會計師事務所,ANDES,ir@andestech.com,http://www.andestech.com
6534,正瀚生技股份有限公司,正瀚-創,生技醫療業,南投縣南投市內興里文獻路89號,吳正邦,102/11/29,112/12/21,新台幣                 10.0000元,"1,028,000,000","102,800,000",合併,每半會計年度,董事會,兆豐證券股份有限公司股務代理部,安侯建業聯合會計師事務所,CHBIO,info@chbio.com.tw,www.chbio.com.tw
6541,泰福生技股份有限公司,泰福-KY,生技醫療業,"P.O, Box 31119, Grand Pavilion,802 West Bay Rd.,KY1-1205",陳林正,102/05/08,106/10/26,新台幣                 10.0000元,"1,640,268,670","164,026,867",合併,每年,股東會,中國信託商業銀行股份有限公司,資誠聯合會計師事務所,Tanvex,contact@tanvex.com,www.tanvex.com
6550,北極星藥業集團股份有限公司,北極星藥業-KY,生技醫療業,"P.O. Box 309, Ugland House,Grand Cayman, KY1-1104, Cayman",陳鴻文,1995/2/9,111/06/06,新台幣                 10.0000元,"7,444,207,320","744,420,732",合併,每年,股東會,中國信託商業銀行代理部,資誠聯合會計師事務所,PG,ir@polarispharma.com,www.polarispharma.com
6552,易華電子股份有限公司,易華電,半導體業,高雄市楠梓區新開發路8號,萬文財,1962/10/6,106/01/10,新台幣                 10.0000元,"830,000,000","83,000,000",個別,每年,股東會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,JMC,stock.service@jmct.com.tw,http://www.jmct.com.tw
6558,興能高科技股份有限公司,興能高,其他電子業,新竹科學園區新竹市展業一路9號6樓之一、之三,陳國鍾,1986/3/10,107/12/05,新台幣                 10.0000元,"937,508,750","93,750,875",合併,每年,董事會,統一綜合證券股務代理部,資誠聯合會計師事務所,SYNST,ir@synst.com.tw,www.synst.com.tw
6573,虹揚發展科技股份有限公司,虹揚-KY,半導體業,新北市新店區北新路三段207-5號4樓,高桂珍,1998/12/11,106/09/26,新台幣                 10.0000元,"804,993,450","80,499,345",合併,每年,股東會,康和綜合證券股份有限公司,安侯建業聯合會計師事務所,HY,hytech@hygroup.com.tw,https://www.hygroup.com.tw
6579,研揚科技股份有限公司,研揚,電腦及週邊設備業,新北市新店區寶橋路235巷135號5樓,莊永順,1999/12/1,106/08/21,新台幣                 10.0000元,"1,604,078,300","160,407,830",合併,每年,股東會,凱基證券股份有限公司股務代理部,資誠聯合會計師事務所,AAEON,speaker@aaeon.com.tw,http://www.aaeon.com
6581,台灣鋼聯股份有限公司,鋼聯,綠能環保,彰化縣伸港鄉彰濱工業區線工北一路36號,林明儒,1984/5/24,107/01/30,新台幣                 10.0000元,"1,112,708,870","111,270,887",合併,每年,董事會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,TSU,csr@tsutw.com.tw,https://www.tsutw.com.tw/
6582,申豐特用應材股份有限公司,申豐,橡膠工業,屏東縣枋寮鄉中山路三段55號,許志民,1968/7/17,106/06/14,新台幣                 10.0000元,"1,061,741,410","106,174,141",合併,每年,董事會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,Shin Foong,shinfoong@shinfoong.com.tw,http://www.shinfoong.com.tw
6585,鼎基先進材料股份有限公司,鼎基,其他,高雄市小港區北林路8-1號,林勳臺,1970/3/6,111/05/20,新台幣                 10.0000元,"695,446,670","69,544,667",合併,每年,董事會,第一金證券股份有限公司,資誠聯合會計師事務所,DingZing,info@dingzing.com,http://www.dingzing.com
6591,動力科技股份有限公司,動力-KY,電腦及週邊設備業,新北市中和區建一路166號9樓、9樓之一,許文昉,102/11/28,106/12/28,新台幣                 10.0000元,"375,838,730","37,583,873",合併,每年,董事會,康和綜合證券股份有限公司,勤業眾信聯合會計師事務所,SUN MAX,spokesman@powerlogic.tw,http://www.sun-max.com.tw
6592,和潤企業股份有限公司,和潤企業,其他,台北市內湖區瑞光路605號10樓,劉源森,1988/5/25,108/12/09,新台幣                 10.0000元,"6,665,004,480","566,500,448",合併,每年,董事會,台新證券股務代理部,資誠聯合會計師事務所,HOTAI FINANCE,HFC-INVESTOR@hfcfinance.com.tw,https://www.hfcfinance.com.tw/
6598,Applied BioCode Corporation,ABC-KY,生技醫療業,台北市內湖區行忠路28巷1號6樓,李家榮,105/04/15,109/06/09,新台幣                 10.0000元,"817,775,610","81,777,561",合併,每年,股東會,永豐金證券股份有限公司,資誠聯合會計師事務所,Applied BioCode,IR@Apbiocode.com,www.ApBioCode.com/tw
6605,帝寶工業股份有限公司,帝寶,汽車工業,彰化縣鹿港鎮頭南里南勢巷20-3號,謝綉氣,1969/4/25,1993/3/17,新台幣                 10.0000元,"1,658,163,970","165,816,397",合併,每年,股東會,凱基證券股份有限公司,勤業眾信聯合會計師事務所,DEPO,af010@depoautolamp.com,www.depoautolamp.com
6606,建德工業股份有限公司,建德工業,電機機械,新北市三重區光復路一段61巷27號13樓,李金旆,1955/3/16,112/03/24,新台幣                 10.0000元,"1,103,037,830","110,303,783",合併,每年,董事會,富邦綜合證券股份有限公司,資誠聯合會計師事務所,KENT,ctting@kentind.com,www.kentind.com
6625,必應創造股份有限公司,必應,其他,臺北市內湖區新湖一路370號3樓,周佑洋,103/01/02,107/02/07,新台幣                 10.0000元,"445,204,440","44,520,444",合併,每年,董事會,凱基證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,Binlive,binspokesman@bin-live.com,http://www.bin-live.com/
6641,基士德科技股份有限公司,基士德-KY,綠能環保,"高雄市鼓山區民利街15,17,19號(台灣分公司)",謝宏炅,102/10/03,107/09/21,新台幣                 10.0000元,"370,000,000","37,000,000",合併,每年,股東會,永豐金證券股務代理部,安永聯合會計師事務所,GSD-KY,ir@gsd.net.tw,https://www.gsd.net.tw/
6645,金萬林企業股份有限公司,金萬林-創,生技醫療業,新北市汐止區新台五路一段97號30樓,吳品聰,1993/8/6,112/12/21,新台幣                 10.0000元,"502,210,000","50,221,000",合併,每年,股東會,華南永昌綜合證券股份有限公司,資誠聯合會計師事務所,KIM FOREST,mgt@kimforest.com,www.kimforest.com
6655,科定企業股份有限公司,科定,其他,新北市三重區光復路2段69號16樓,曹憲章,1991/7/22,107/11/28,新台幣                 10.0000元,"821,813,470","82,181,347",合併,每半會計年度,董事會,中國信託商業銀行代理部,勤業眾信,KD,kdstock@twkd.com,http://www.twkd.com
6657,華安醫學股份有限公司,華安,生技醫療業,台北市瑞光路583巷21號6樓之3,邱壬乙,101/08/28,112/06/12,新台幣                 10.0000元,"762,240,000","76,224,000",個別,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,ENERGENESIS,EB@energenesis-biomedical.com,http://www.energenesis-biomedical.com
6658,聯策科技股份有限公司,聯策,其他電子業,桃園市桃園區龍壽街81巷10號,林文彬,1991/4/29,112/11/02,新台幣                 10.0000元,"328,700,000","32,870,000",合併,每年,董事會,福邦證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,SynPower,spokesman@synpower.com.tw,http://www.synpower.com.tw
6666,羅麗芬控股股份有限公司,羅麗芬-KY,生技醫療業,福建省漳州台商投資區龍祥路21號,嘉黛國際有限公司(代表人:羅麗芬),105/09/21,107/11/19,新台幣                 10.0000元,"473,880,000","47,388,000",合併,每年,股東會,永豐金證券股份有限公司,資誠聯合會計師事務所,LLF-KY,ir@jiawenli.com,www.luolihfen.com/
6668,中揚光電股份有限公司,中揚光,光電業,台中市南屯區工業區二十二路21號,李榮洲,102/06/04,107/12/12,新台幣                 10.0000元,"912,128,600","91,212,860",合併,每年,董事會,元大證券股份有限公司股務代理部,安侯建業聯合會計師事務所,Zhong Yang,service@zy-tech.com.tw,http://www.jmo-corp.com
6669,緯穎科技服務股份有限公司,緯穎,電腦及週邊設備業,新北市汐止區新台五路一段90號8樓,洪麗寗,101/03/03,108/03/27,新台幣                 10.0000元,"1,748,407,910","174,840,791",合併,每年,股東會,元大證券股份有限公司,安侯建業聯合會計師事務所,Wiwynn,IR@wiwynn.com,https://www.wiwynn.com
6670,復盛應用科技股份有限公司,復盛應用,運動休閒,台北市中山區南京東路二段172號3樓,李亮箴,1999/9/14,107/12/18,新台幣                 10.0000元,"1,325,735,680","132,573,568",合併,每年,股東會,台新證券股務代理部,安永聯合會計師事務所,FSP,investor_service@fusheng.com.tw,https://www.fusheng-precision.com/
6671,三能集團控股股份有限公司,三能-KY,居家生活,臺中市大里區工業八路58號,張瑞榮,104/04/29,107/12/11,新台幣                 10.0000元,"607,500,000","60,750,000",合併,每年,董事會,兆豐證券股份有限公司,勤業眾信聯合會計師事務所,San Neng-KY,SNGIR@sanneng.com.tw,https://www.sannenggroup.com/
6672,騰輝電子國際集團股份有限公司,騰輝電子-KY,電子零組件業,桃園市平鎮區湧豐里工業五路10號,Alpha Victor Limited代表人：王有慈,101/10/16,108/04/17,新台幣                 10.0000元,"714,347,450","71,434,745",合併,每半會計年度,董事會,元大證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,Ventec,ir@ventec.com.cn,www.ventec-group.com
6674,鋐寶科技股份有限公司,鋐寶科技,通信網路業,新竹縣竹北市台元一街1號13樓之一,翁宗斌,1998/8/19,107/11/28,新台幣                 10.0000元,"676,380,590","67,638,059",合併,每年,董事會,中國信託商業銀行 代理部,安侯建業聯合會計師事務所,CBN,Investor@compalbn.com,http://www.icbn.com.tw/
6689,伊雲谷數位科技股份有限公司,伊雲谷,數位雲端,新北市三重區三和路四段111之32號7樓,林啟雄,102/09/13,111/09/13,新台幣                 10.0000元,"680,000,000","68,000,000",合併,每年,股東會,凱基證券股份有限公司,安侯建業聯合會計師事務所,ECV,spokesperson@ecloudvalley.com,http://www.ecloudvalley.com
6691,洋基工程股份有限公司,洋基工程,其他電子業,新北市林口區文化二路一段266號18樓之3,賴有忠,1969/7/25,111/01/03,新台幣                 10.0000元,"882,792,820","88,279,282",合併,每年,董事會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,YANKEY,yankeyinvestor@yankey.com.tw,www.yankey.com.tw/
6695,芯鼎科技股份有限公司,芯鼎,半導體業,新竹科學工業園區新竹縣創新一路19-1號,羅森洲,1998/12/23,111/11/04,新台幣                 10.0000元,"955,642,500","95,564,250",合併,每年,股東會,福邦證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,iCatchtek,ir@icatchtek.com,http://www.icatchtek.com/
6698,旭暉應用材料股份有限公司,旭暉應材,其他電子業,台南市安南區工業一路36號,趙勤孝,1996/5/25,108/11/25,新台幣                 10.0000元,"663,897,530","66,389,753",合併,每年,董事會,兆豐證券股份有限公司,資誠聯合會計師事務所,FINEMAT,ir@fine-mat.com,www.fine-mat.com
6706,惠特科技股份有限公司,惠特,光電業,台中市西屯區工業區35路3號,徐秋田,1989/1/25,108/12/19,新台幣                 10.0000元,"735,768,650","73,576,865",合併,每年,董事會,凱基證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,FitTech,service-investor@fittech.com.tw,http://www.fittech.com.tw/
6715,嘉基科技股份有限公司,嘉基,電子零組件業,新北市中和區建一路166號12樓,朱德祥,100/08/22,108/12/12,新台幣                 10.0000元,"659,697,550","65,969,755",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,Lintes,jenny.wang@lintestech.com,www.lintestech.com
6719,力智電子股份有限公司,力智,半導體業,新竹縣竹北市台元一街5號9樓,許先越,1994/12/23,111/01/13,新台幣                 10.0000元,"812,136,890","81,213,689",合併,每年,股東會,福邦證券股份有限公司股務代理部,資誠聯合會計師事務所,uPI,upi_ir@upi-semi.com,www.upi-semi.com
6742,澤米科技股份有限公司,澤米,光電業,苗栗縣竹南鎮和興路３３０號,何昆年(全珩投資股份有限公司代表人),1992/2/14,112/12/05,新台幣                 10.0000元,"712,679,480","71,267,948",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,Vti,invest@vactronics.com.tw,www.vactronics.com.tw
6743,安普新股份有限公司,安普新,其他電子業,台北市南港區三重路19-3號3樓,黃常青,1987/7/2,109/12/14,新台幣                 10.0000元,"1,500,000,000","150,000,000",合併,每年,董事會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,AMPACS,,http://www.ampacscorp.com/
6753,龍德造船工業股份有限公司,龍德造船,航運業,宜蘭縣冬山鄉大興村德興五路15號,黃守真,1965/5/6,112/03/10,新台幣                 10.0000元,"1,077,500,000","107,750,000",個別,每年,股東會,兆豐證券股份有限公司,勤業眾信聯合會計師事務所,LUNGTEH,IR@lungteh.com,www.lungteh.com
6754,匯僑室內裝修設計股份有限公司,匯僑設計,居家生活,台北市松山區南京東路四段75號12樓,王秀卿,103/12/09,109/08/25,新台幣                 10.0000元,"660,000,000","66,000,000",合併,每年,董事會,凱基證券股務代理部,勤業眾信聯合會計師事務所,Rich Honour,IR@richhonour.com,www.richhonour.com
6756,威鋒電子股份有限公司,威鋒電子,半導體業,新北市新店區中正路529-1號7樓,陳文琦,1997/7/7,109/12/24,新台幣                 10.0000元,"693,710,000","69,371,000",合併,每年,董事會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,VLI,investor@via-labs.com,https://www.via-labs.com
6757,台灣虎航股份有限公司,台灣虎航-創,航運業,台北市松山區敦化北路405巷123弄3號,陳漢銘,103/04/21,112/08/15,新台幣                 10.0000元,"4,490,000,000","449,000,000",個別,每年,董事會,台新證券股務代理部,安侯建業聯合會計師事務所,TTW,pr@tigerairtw.com,https://www.tigerairtw.com
6768,志強國際企業股份有限公司,志強-KY,運動休閒,台中市西屯區市政北五路266號3樓,陳維家,106/03/28,110/04/22,新台幣                 10.0000元,"1,960,456,170","196,045,617",合併,每年,股東會,元大證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,SPG-KY,SPG.IR@spg-sportsgear.com,http://www.sportsgear.com.tw/
6770,力晶積成電子製造股份有限公司,力積電,半導體業,新竹科學園區新竹市力行一路18號,黃崇仁,1997/4/17,110/12/06,新台幣                 10.0000元,"40,892,755,950","4,089,275,595",合併,每半會計年度,董事會,群益金鼎證券(股)公司股務代理部,勤業眾信聯合會計師事務所,PSMC,IR@powerchip.com,www.powerchip.com
6776,展碁國際股份有限公司,展碁國際,電子通路業,台北市中正區忠孝西路一段39號2-4樓,陳俊聖,1966/12/22,110/03/31,新台幣                 10.0000元,"815,814,300","81,581,430",合併,每年,股東會,永豐金證券股務代理部,安侯建業聯合會計師事務所,Weblink,investor.relations@weblink.com.tw,www.weblink.com.tw
6781,"AES Holding Co., Ltd.",AES-KY,電子零組件業,新竹縣湖口鄉湖口村八德路二段656號5樓,宋福祥,109/01/09,110/03/22,新台幣                 10.0000元,"854,187,800","85,418,780",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,AES-KY,Aes-ir@advancedenergysolution.com.tw,http://www.advancedenergysolution.com.tw/
6782,視陽光學股份有限公司,視陽,生技醫療業,桃園市龜山區興業街1號,李重儀,1987/11/9,111/11/28,新台幣                 10.0000元,"630,000,000","63,000,000",合併,每半會計年度,董事會,台新證券股務代理部,安侯建業聯合會計師事務所,VISCO,ir@viscovision.com.tw,www.viscovision.com.tw
6789,采鈺科技股份有限公司,采鈺,半導體業,新竹科學園區新竹市篤行一路12號,關欣,1992/12/1,111/06/30,新台幣                 10.0000元,"3,167,241,190","316,724,119",個別,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,VisEra,invest@viseratech.com,http://www.viseratech.com
6790,永豐餘消費品實業股份有限公司,永豐實,造紙工業,臺北市中正區重慶南路2段51號16樓,何奕達,1975/10/29,110/09/29,新台幣                 10.0000元,"2,671,290,210","267,129,021",合併,每年,股東會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,YFYCPG,ir.cpg@yfycpg.com,https://www.yfycpg.com/
6792,詠業科技股份有限公司,詠業,通信網路業,新竹縣關西鎮大同里水坑41號,蘇開建,1977/4/8,110/12/08,新台幣                 10.0000元,"478,753,250","47,875,325",合併,每年,董事會,台新證券股務代理部,安侯建業聯合會計師事務所,Unictron,investor@unictron.com,https://www.unictron.com/
6796,晉弘科技股份有限公司,晉弘,生技醫療業,新竹科學園區新竹市東區工業東四路24-2號3樓,鄭竹明,1999/8/5,111/06/01,新台幣                 10.0000元,"345,841,550","34,584,155",合併,每年,股東會,凱基證券股務代理部,資誠聯合會計師事務所,MiiS,ir@miis.com.tw,http://www.miis.com.tw
6799,來頡科技股份有限公司,來頡,半導體業,臺北市內湖區瑞光路358巷38弄36號9樓,愛普科技股份有限公司,1999/9/7,111/05/12,新台幣                 10.0000元,"424,881,330","42,488,133",合併,每季,董事會,元大證券股份有限公司,勤業眾信聯合會計師事務所,M3TEK,ir@m3tekic.com,www.m3tekic.com
6805,富世達股份有限公司,富世達,電子零組件業,新北市新莊區五權二路24號8樓之4,黃祖模,1990/6/11,112/11/09,新台幣                 10.0000元,"685,538,960","68,553,896",合併,每年,董事會,台新證券股務代理部,安永聯合會計師事務所,Fositek,ir@fositek.com,www.fositek.com
6806,森崴能源股份有限公司,森崴能源,綠能環保,新北市土城區中央路四段49號,郭台強,1996/4/27,110/11/15,新台幣                 10.0000元,"2,161,500,000","216,150,000",合併,每年,股東會,福邦證券股份有限公司股務代理部,資誠聯合會計師事務所,SHINFOX ENERGY,-,http://www.shinfox.com.tw
6807,峰源集團股份有限公司,峰源-KY,居家生活,"The Grand Pavilion Commercial Centre, Oleander Way, 802 West",蔡文達,108/07/12,111/04/25,新台幣                 10.0000元,"540,000,000","54,000,000",合併,每年,董事會,永豐金證券股份有限公司,資誠聯合會計師事務所,FY-KY,ir01@fy-grp.com,www.fy-grp.com
6830,汎銓科技股份有限公司,汎銓,其他電子業,新竹市埔頂路27號1樓,柳紀綸,1994/7/27,111/08/31,新台幣                 10.0000元,"467,811,750","46,781,175",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,MSS,ir@msscorps.com,www.msscorps.com
6834,天二科技股份有限公司,天二科技,電子零組件業,高雄市前鎮區南四路3號,廖震益,1959/2/16,111/09/01,新台幣                 10.0000元,"884,710,820","88,471,082",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,EVEROHMS,service-1@everohms.com,http://www.everohms.com
6835,圓裕企業股份有限公司,圓裕,電子零組件業,新北市新店區民權路130巷4號4樓,張志中,1969/6/23,111/11/10,新台幣                 10.0000元,"661,722,970","66,172,297",合併,每年,董事會,台新綜合證券股務代理部,安侯建業聯合會計師事務所,CMI,http://www.cmi.com.tw,http://www.cmi.com.tw
6854,PlayNitride Inc.,錼創科技-KY創,半導體業,苗栗縣竹南鎮科中路13號8樓,李允立,103/02/25,111/08/18,新台幣                 10.0000元,"1,071,786,220","107,178,622",合併,每年,股東會,元大證券股份有限公司股務代理部,安侯建業聯合會計師事務所,PlayNitride,spokesperson@playnitride.com,https://www.playnitride.com/
6861,睿生光電股份有限公司,睿生光電,生技醫療業,南部科學園區臺南市新市區環西路二段2號B室,楊柱祥,108/04/02,112/03/27,新台幣                 10.0000元,"402,670,000","40,267,000",合併,每年,股東會,元大證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,INCX,IR@innocare-x.com,http://www.innocare-x.com
6863,Arizon RFID Technology,永道-KY,通信網路業,"P.O. Box 32052, Grand Cayman KY1-1208, Cayman Islands.",何奕達,110/10/21,112/03/21,新台幣                 10.0000元,"743,180,000","74,318,000",合併,每年,股東會,永豐金證券公司股務代理部,勤業眾信聯合會計師事務所,Arizon RFID,investor@arizonrfid.com,www.arizontw.com/webls-zh-tw
6869,雲豹能源科技股份有限公司,雲豹能源-創,綠能環保,台北市內湖區基湖路1號4樓之1,廖福生,105/02/15,112/03/14,新台幣                 10.0000元,"1,162,090,780","116,209,078",合併,每年,股東會,富邦綜合證券股份有限公司,資誠聯合會計師事務所,J&V Energy,IR@jv-holding.com,http://www.jv-holding.com/
6873,泓德能源科技股份有限公司,泓德能源-創,綠能環保,臺北市士林區德行西路35號5樓,謝源一,105/05/16,112/03/06,新台幣                 10.0000元,"1,000,000,000","100,000,000",合併,每年,董事會,永豐金證券股份有限公司,安侯建業聯合會計師事務所,HDRE,ir@hdrenewables.com,https://www.hdrenewables.com/
6901,鑽石生技投資股份有限公司,鑽石投資,其他,台北市中正區忠孝西路一段66號35樓,路孔明,102/01/09,112/09/19,新台幣                 10.0000元,"8,503,500,000","850,350,000",個別,每年,股東會,兆豐證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,DIAMOND BIOFUND,IR@diamondbiofund.com,http://www.diamondbiofund.com
