公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
6573,虹揚發展科技股份有限公司,虹揚-KY,半導體業,KY 開曼群島,新北市新店區北新路三段207-5號4樓,53016234,高桂珍,高桂珍,程御峰,副總經理,龔雅惠,8913-1399,98/12/11,106/09/26,新台幣                 10.0000元,"804,993,450","80,499,345",0,0,合併,每年,股東會,康和綜合證券股份有限公司,8787-1888,台北市信義區基隆路一段176號,安侯建業聯合會計師事務所,許育峰,寇惠植,HY,"4F., No.207-5, Sec. 3, Beixin Rd., Xindian Dist.New Taipei City, Taiwan (R.O.C.)",8913-1388,hytech@hygroup.com.tw,https://www.hygroup.com.tw,王興邦,公關部專員,(02)8913-1399,hytech@hygroup.com.tw,https://www.hygroup.com.tw/tw-ww/csr/editor.aspx?CID=3
6579,研揚科技股份有限公司,研揚,電腦及週邊設備業,－,新北市新店區寶橋路235巷135號5樓,53113073,莊永順,林建宏,杜昀真,資深協理,莊健群,(02)8919-1234,99/12/01,106/08/21,新台幣                 10.0000元,"1,604,078,300","160,407,830",0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)2314-8800,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,張淑瓊,林鈞堯,AAEON,"5F., No.135, Ln. 235, Baoqiao Rd.,Xindian Dist., New Taipei City 231, ROC",(02)8919-1053,speaker@aaeon.com.tw,http://www.aaeon.com,杜昀真,資深協理,(02)8919-1234,speaker@aaeon.com.tw,http://www.aaeon.com
6581,台灣鋼聯股份有限公司,鋼聯,綠能環保,－,彰化縣伸港鄉彰濱工業區線工北一路36號,89528054,林明儒,林才翔,林琨傑,管理處經理,趙玉巧,(04)7586136,84/05/24,107/01/30,新台幣                 10.0000元,"1,112,708,870","111,270,887",0,0,合併,每年,董事會,中國信託商業銀行代理部,,臺北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,吳少君,曾棟鋆,TSU,"No.36, Siangong N. 1st Rd., Shengang TownshipChanghua County 50953, Taiwan",(04)7586135,csr@tsutw.com.tw,https://www.tsutw.com.tw/,林琨傑,管理處經理,(04)7586136,csr@tsutw.com.tw,NA
6582,申豐特用應材股份有限公司,申豐,橡膠工業,－,屏東縣枋寮鄉中山路三段55號,85841102,許志民,蕭仁杰,郭怡伶,經理,汪承甫,072693345,68/07/17,106/06/14,新台幣                 10.0000元,"1,061,741,410","106,174,141",0,0,合併,每年,董事會,永豐金證券股份有限公司,(02) 23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,許瑞軒,王兆群,Shin Foong,"No.55, Sec. 3, Jhongshan Rd., Fangliao Ping Tung 94048, TaiwanFangliao Ping Tung ,Taiwan(R.O.C)",072696395,shinfoong@shinfoong.com.tw,http://www.shinfoong.com.tw,郭怡伶,經理,072693345,shinfoong@shinfoong.com.tw,http://www.shinfoong.com.tw
6585,鼎基先進材料股份有限公司,鼎基,其他,－,高雄市小港區北林路8-1號,81486019,林勳臺,林庚賢,林庚賢,總經理,黃彬禎,07-8070166,70/03/06,111/05/20,新台幣                 10.0000元,"695,446,670","69,544,667",0,0,合併,每年,董事會,第一金證券股份有限公司,02-25635711,台北市大安區安和路一段27號六樓,資誠聯合會計師事務所,王駿凱,廖阿甚,DingZing,"No.8-1, Pei-Lin Road, Hsiao-Kang DistrictKaohsiung 81266 ,Taiwan",07-8071617,info@dingzing.com,http://www.dingzing.com,林庚賢,總經理,07-8070166,info@dingzing.com,http://www.dingzing.com
6591,動力科技股份有限公司,動力-KY,電腦及週邊設備業,KY 開曼群島,新北市中和區建一路166號9樓、9樓之一,42461124,許文昉,許文昉,姚成旻,副總經理,王健達,02-8226-3300,102/11/28,106/12/28,新台幣                 10.0000元,"375,838,730","37,583,873",0,0,合併,每年,董事會,康和綜合證券股份有限公司,02-8787-1888,台北市基隆路1段176號B1,勤業眾信聯合會計師事務所,謝東儒,林旺生,SUN MAX,"9F-1、9F No. 166, Jian 1st Rd., Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)",02-8226-3311,spokesman@powerlogic.tw,http://www.sun-max.com.tw,姚成旻,副總經理,02-8226-3300,IR@powerlogic.tw,https://www.sun-max.com.tw/responsibility_tw.php?id=13
6592,和潤企業股份有限公司,和潤企業,其他,－,台北市內湖區瑞光路605號10樓,16844548,劉源森,林彥良,廖文忠,資深副總經理,廖欽佐協理,02-2502-4567,88/05/25,108/12/09,新台幣                 10.0000元,"6,665,004,480","566,500,448",0,"100,000,000",合併,每年,董事會,台新證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號地下一樓,資誠聯合會計師事務所,蕭春鴛,林佳鴻,HOTAI FINANCE,"10F., No. 605, Ruiguang Rd.,Taipei,Taiwan,R.O.C.",02-2501-0095,HFC-INVESTOR@hfcfinance.com.tw,https://www.hfcfinance.com.tw/,廖文忠,資深副總經理,02-2502-4567,HFC-INVESTOR@hfcfinance.com.tw,https://www.hfcfinance.com.tw/zh-tw/investor/129#cms3
6598,Applied BioCode Corporation,ABC-KY,生技醫療業,KY 開曼群島,台北市內湖區行忠路28巷1號6樓,42545659,李家榮,何重人,何重人,總經理,陳祐寧,02-87916833,105/04/15,109/06/09,新台幣                 10.0000元,"817,775,610","81,777,561",0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,梁嬋女,簡汎亞,Applied BioCode,"6F., No.11, Ln. 28, Xingzhong Rd., Neihu Dist.,Taipei City 114, Taiwan(R.O.C.)",02-87919117,IR@Apbiocode.com,www.ApBioCode.com/tw,陳祐寧,陳祐寧,02-87916833,ychen@apbiocode.com,www.ApBioCode.com/tw
6605,帝寶工業股份有限公司,帝寶,汽車工業,－,彰化縣鹿港鎮頭南里南勢巷20-3號,59347422,謝綉氣,許 (余又) 銘,呂理豐,經理,胡源隆,(04)772-2311,69/04/25,93/03/17,新台幣                 10.0000元,"1,658,163,970","165,816,397",0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,蔣淑菁,蘇定堅,DEPO,"NO.20-3 , NAN SHIN LANE　　LU KANG CHEN, CHANG HUA SHIEN, TAIWAN",(04)771-0725,af010@depoautolamp.com,www.depoautolamp.com,呂理豐,經理,(04)772-2311,edward@depoautolamp.com,http://www.depoautolamp.com/investor_tw_1.php
6606,建德工業股份有限公司,建德工業,電機機械,－,新北市三重區光復路一段61巷27號13樓,35309102,李金旆,黃盈璇,黃盈璇,總經理,丁承泰,05-5575356,55/03/16,112/03/24,新台幣                 10.0000元,"1,103,037,830","110,303,783",0,0,合併,每年,董事會,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,吳建志,王駿凱,KENT,"13/F., No.27, Lane 61, Sec. 1, Guangfu Rd.,San Chong Dist. ,New Taipei City Taiwan",05-5575136,ctting@kentind.com,www.kentind.com,丁承泰,經理,05-5575356,ctting@kentind.com,www.kentind.com
6625,必應創造股份有限公司,必應,其他,－,臺北市內湖區新湖一路370號3樓,54663862,周佑洋,周佑洋,梁秀雯,法務總監,張瑞娟,27940259,103/01/02,107/02/07,新台幣                 10.0000元,"445,204,440","44,520,444",0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,郭宇閎,許秀明,Binlive,"3F., No.370, Xinhu 1st Rd., Neihu Dist., Taipei City 11494, TaiwanTaiwan",27909644,binspokesman@bin-live.com,http://www.bin-live.com/,梁秀雯,法務總監,(02)27940259#107,lianneliang@bin-live.com,http://www.bin-live.com/
6641,基士德科技股份有限公司,基士德-KY,綠能環保,KY 開曼群島,"高雄市鼓山區民利街15,17,19號(台灣分公司)",82703128,謝宏炅,陳世賢,吳武雄,財務長,謝牧君,(07)5528802,102/10/03,107/09/21,新台幣                 10.0000元,"370,000,000","37,000,000",0,0,合併,每年,股東會,永豐金證券股務代理部,(02)23816288,台北市博愛路17 號3樓,安永聯合會計師事務所,陳政初,謝勝安,GSD-KY,"No.15,17,19, Minli St., Gushan Dist.,Kaohsiung City 804, Taiwan (R.O.C.)",(07)5529206,ir@gsd.net.tw,https://www.gsd.net.tw/,吳武雄,財務長,0916856641,ir@gsd.net.tw,https://www.gsd.net.tw/list.php?pid=7
6645,金萬林企業股份有限公司,金萬林-創,生技醫療業,－,新北市汐止區新台五路一段97號30樓,27348877,吳品聰,楊文明,楊文明,總經理,吳中純,(02)26976888,93/08/06,112/12/21,新台幣                 10.0000元,"502,210,000","50,221,000",0,0,合併,每年,股東會,華南永昌綜合證券股份有限公司,(02)27186425,臺北市松山區民生東路四段54號4樓,資誠聯合會計師事務所,支秉鈞,黃金連,KIM FOREST,"30F., No.97, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City 221, Taiwan (R.O.C.)",(02)26976777,mgt@kimforest.com,www.kimforest.com,楊文明,總經理,(02)26976888,mgt@kimforest.com,http://www.kimforest.com/index.php?action=investors
6655,科定企業股份有限公司,科定,其他,－,新北市三重區光復路2段69號16樓,80214519,曹憲章,曹憲章,林美妏,會計主管,王凱君,02-22963999,91/07/22,107/11/28,新台幣                 10.0000元,"821,813,470","82,181,347",0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信,莊碧玉,吳世宗,KD,"16F., No.69, Sec. 2, Guangfu Rd., Sanchong Dist.,New Taipei City 241, Taiwan (R.O.C.)",02-85111216,kdstock@twkd.com,http://www.twkd.com,林美妏,會計主管,02-22963999,ir@twkd.com,http://www.twkd.com/tw/ir_menu.php
6657,華安醫學股份有限公司,華安,生技醫療業,－,台北市瑞光路583巷21號6樓之3,53726093,邱壬乙,陳翰民,江銘燦,副總經理,林俊材,(02)2627-0835,101/08/28,112/06/12,新台幣                 10.0000元,"762,240,000","76,224,000",0,0,個別,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,臺北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,葉淑娟,黃國寧,ENERGENESIS,"6F.-3, No.21, Ln.583, Ruiguang Rd.,Neihu Dist., Taipei 11492, Taiwan",(02)2627-0836,EB@energenesis-biomedical.com,http://www.energenesis-biomedical.com,江銘燦,副總經理,(02)2627-0835,EB@energenesis-biomedical.com,http://www.energenesis-biomedical.com/invest_company.php
6658,聯策科技股份有限公司,聯策,其他電子業,－,桃園市桃園區龍壽街81巷10號,13079649,林文彬,陳文生,陳識翔,副總經理,林鈺婷,03-3690966,91/04/29,112/11/02,新台幣                 10.0000元,"328,700,000","32,870,000",0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,02-23836888,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,施錦川,劉書琳,SynPower,"No.10, Lane.81, Longshou St.,Taoyuan Dist., Taoyuan City 330, Taiwan",03-3690978,spokesman@synpower.com.tw,http://www.synpower.com.tw,陳識翔,副總經理,03-3690966,spokesman@synpower.com.tw,http://www.synpower.com.tw
6666,羅麗芬控股股份有限公司,羅麗芬-KY,生技醫療業,KY 開曼群島,福建省漳州台商投資區龍祥路21號,82230260,嘉黛國際有限公司(代表人:羅麗芬),饒煥文,王志富,總經理特助,李永珍,(02)87713126,105/09/21,107/11/19,新台幣                 10.0000元,"473,880,000","47,388,000",0,0,合併,每年,股東會,永豐金證券股份有限公司,02-2381-6288,臺北市博愛路 17 號 3 樓,資誠聯合會計師事務所,廖福銘,陳晉昌,LLF-KY,"No. 21, Longxiang Rd., Zhangzhou Taiwanese Investment Zone, Fujian ProvinceZhangzhou, Fujian",(02)2741-6259,ir@jiawenli.com,www.luolihfen.com/,王志富,IR,(02)87713126,ir@jiawenli.com,http://luolihfen.com/tc/join1-38.html
6668,中揚光電股份有限公司,中揚光,光電業,－,台中市南屯區工業區二十二路21號,54258218,李榮洲,許智程,李榮洲,董事長,黃博聲,04-23597888,102/06/04,107/12/12,新台幣                 10.0000元,"912,128,600","91,212,860","13,000,000",0,合併,每年,董事會,元大證券股份有限公司股務代理部,02-25865859,台北市大同區承德路三段210號地下一樓,安侯建業聯合會計師事務所,區耀軍,簡思娟,Zhong Yang,"No.21, Gongyequ 22nd Rd.Nantun Dist., Taichung City ,Taiwan",04-23580809,service@zy-tech.com.tw,http://www.jmo-corp.com,黃博聲,資深協理,04-2359-7888,investor_relations@zy-tech.com.tw,http://www.jmo-corp.com
6669,緯穎科技服務股份有限公司,緯穎,電腦及週邊設備業,－,新北市汐止區新台五路一段90號8樓,53687704,洪麗寗,張順來,陳昌偉,財務長,吳海如,(02)6615-8888,101/03/03,108/03/27,新台幣                 10.0000元,"1,748,407,910","174,840,791",0,0,合併,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市大同區承德路三段210號B1,安侯建業聯合會計師事務所,陳雅琳,黃明宏,Wiwynn,"8F, 90, Sec.1, Xintai 5th Rd.,Xizhi Dist.,New Taipei City,Taiwan,R.O.C",(02)6615-8999,IR@wiwynn.com,https://www.wiwynn.com,陳昌偉,財務長,(02)6615-8888,IR@wiwynn.com,https://www.wiwynn.com
6670,復盛應用科技股份有限公司,復盛應用,運動休閒,－,台北市中山區南京東路二段172號3樓,53091900,李亮箴,江慶生,許廷儀,財務總監,彭志璋,03-3635370,99/09/14,107/12/18,新台幣                 10.0000元,"1,325,735,680","132,573,568",0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,楊智惠,張巧穎,FSP,"3F.,No.172,Sec.2,Nanking E.Rd.,Zhongshan Dist.,Taipei City,Taiwan (R.O.C)",03-3618026,investor_service@fusheng.com.tw,https://www.fusheng-precision.com/,許廷儀,財務總監,03-3635370,investor_service@fusheng.com.tw,https://www.fusheng-precision.com/
6671,三能集團控股股份有限公司,三能-KY,居家生活,KY 開曼群島,臺中市大里區工業八路58號,82517356,張瑞榮,蕭凱峰,蕭凱峰,執行長,張心怡,(04)2492-5850,104/04/29,107/12/11,新台幣                 10.0000元,"607,500,000","60,750,000",0,0,合併,每年,董事會,兆豐證券股份有限公司,(02)3393-0898,台北市中正區忠孝東路二段95號,勤業眾信聯合會計師事務所,劉力維,何瑞軒,San Neng-KY,"No.58, Gongye 8th Rd., Dali Dist.Taichung City, Taiwan (R.O.C.)",(04)2492-2077,SNGIR@sanneng.com.tw,https://www.sannenggroup.com/,蕭凱峰,執行長,0928-135680,SNGIR@sanneng.com.tw,https://sannenggroup.com/investors-2/stakeholders/
6672,騰輝電子國際集團股份有限公司,騰輝電子-KY,電子零組件業,KY 開曼群島,桃園市平鎮區湧豐里工業五路10號,72952251,Alpha Victor Limited代表人：王有慈,鍾健人,杜喬葦,財務長,李怡瑱,8651268091810,101/10/16,108/04/17,新台幣                 10.0000元,"714,347,450","71,434,745",0,0,合併,每半會計年度,董事會,元大證券股份有限公司股務代理部,02-2586-5859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,劉怡青,陳俊宏,Ventec,"No.10, Gongye 5th Rd., Pingzhen Dist.Taoyuan City 324, Taiwan (R.O.C.)",03-4192171,ir@ventec.com.cn,www.ventec-group.com,杜喬葦,財務長,0905119519,ir@ventec.com.cn,http://www.ventec-group.com/cht/investors/stakeholder-engagement/
6674,鋐寶科技股份有限公司,鋐寶科技,通信網路業,－,新竹縣竹北市台元一街1號13樓之一,24456541,翁宗斌,王昱賀,李書政,財會暨股務處協理,朱元平,(03)5600066,98/08/19,107/11/28,新台幣                 10.0000元,"676,380,590","67,638,059",0,0,合併,每年,董事會,中國信託商業銀行 代理部,(02)23111838,台北市中正區重慶南路一段83 號5 樓,安侯建業聯合會計師事務所,簡思娟,區耀軍,CBN,"13F,-1, No.1, Taiyuan 1st St.,Zhubei City, Hsinchu County, Taiwan",(03)5600060,Investor@compalbn.com,http://www.icbn.com.tw/,李書政,財會暨股務處協理,(03)5600066,Investor@compalbn.com,http://www.icbn.com.tw/
6689,伊雲谷數位科技股份有限公司,伊雲谷,數位雲端,－,新北市三重區三和路四段111之32號7樓,54359763,林啟雄,蔡佳宏(執行長),林儀,雲端事業單位總經理,謝明宏,(02)2280-1777,102/09/13,111/09/13,新台幣                 10.0000元,"680,000,000","68,000,000",0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,郭柔蘭,吳趙仁,ECV,"7F., No. 111-32, Sec. 4, Sanhe Rd., Sanchong Dist.,New Taipei City 241, Taiwan",(02)8287-3730,spokesperson@ecloudvalley.com,http://www.ecloudvalley.com,謝明宏,會計協理,(02)2287-6689,spokesperson@ecloudvalley.com,http://www.ecloudvalley.com
6691,洋基工程股份有限公司,洋基工程,其他電子業,－,新北市林口區文化二路一段266號18樓之3,30921756,賴有忠,劉士源,程志豪,財務主管,彭桂芳,02-26001350,69/07/25,111/01/03,新台幣                 10.0000元,"882,792,820","88,279,282",0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,楊承修,錢奕圻,YANKEY,"Rm. 3, 18F., No.266, Sec. 1, Wenhua 2nd Rd., Linkou DistNew Taipei City 244, Taiwan, R.O.C.",02-26003790,yankeyinvestor@yankey.com.tw,www.yankey.com.tw/,程志豪,財務主管,02-26001350,YankeyInvestor@yankey.com.tw,www.yankey.com.tw/
6695,芯鼎科技股份有限公司,芯鼎,半導體業,－,新竹科學工業園區新竹縣創新一路19-1號,28112890,羅森洲,許英偉,李長龍,夥伴關係總監,張光佑,03-5641600,98/12/23,111/11/04,新台幣                 10.0000元,"955,642,500","95,564,250","10,000,000",0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,葉東煇,張雅芸,iCatchtek,"19-1, Innovation 1st Road,Hsinchu Science Park, Hsinchu ,Taiwan",03-5670528,ir@icatchtek.com,http://www.icatchtek.com/,李長龍,夥伴關係總監,03-5641600,ir@icatchtek.com,http://www.icatchtek.com/
6698,旭暉應用材料股份有限公司,旭暉應材,其他電子業,－,台南市安南區工業一路36號,28722767,趙勤孝,酈唯誠,李芳春,財務長,黃信貿,06-6016388,96/05/25,108/11/25,新台幣                 10.0000元,"663,897,530","66,389,753",0,0,合併,每年,董事會,兆豐證券股份有限公司,02-33930898,台北巿中正區忠孝東路二段95號1 樓,資誠聯合會計師事務所,林姿妤,林永智,FINEMAT,"No.36,Gongye 1st Rd.,Annan DistrictTainan City,Taiwan",06-3842599,ir@fine-mat.com,www.fine-mat.com,李芳春,財務長,06-6016388,ir@fine-mat.com,http://www.fine-mat.com/csr/
6706,惠特科技股份有限公司,惠特,光電業,－,台中市西屯區工業區35路3號,70697332,徐秋田,賴允晉,許景翔,財務經理,賴允晉,04-23502319,89/01/25,108/12/19,新台幣                 10.0000元,"735,768,650","73,576,865",0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段二號5樓,勤業眾信聯合會計師事務所,謝明忠,呂宜真,FitTech,"No.3, Gongyequ 35th Rd., Xitun Dist., Taichung City 40768, Taiwan.TAICHUNG　TAIWAN　R.O.C.",04-23504502,service-investor@fittech.com.tw,http://www.fittech.com.tw/,許景翔,財務經理,04-23502319,service-investor@fittech.com.tw,http://www.fittech.com.tw/
6715,嘉基科技股份有限公司,嘉基,電子零組件業,－,新北市中和區建一路166號12樓,53431627,朱德祥,羅偉仁,涂志翔,業務協理,王臻怡,(02)8226-5880,100/08/22,108/12/12,新台幣                 10.0000元,"659,697,550","65,969,755",0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)2311-1838,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,簡明彥,蔡侑玲,Lintes,"12F., No. 166, Jian 1st Rd., Zhonghe Dist.New Taipei City 235, Taiwan (R.O.C.)",(02)8226-5882,jenny.wang@lintestech.com,www.lintestech.com,王臻怡,財務協理,(02)8226-5880,IR@lintestech.com,www.lintestech.com
6719,力智電子股份有限公司,力智,半導體業,－,新竹縣竹北市台元一街5號9樓,27983551,許先越,黃學偉,邱建邦,財務長,戴筱芸,03-5601666,94/12/23,111/01/13,新台幣                 10.0000元,"812,136,890","81,213,689",0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,鄭雅慧,白淑蒨,uPI,"9F.,No.5,Taiyuan 1st St.,Zhubei City,Hsinchu County,Taiwan,R.O.C",03-5601888,upi_ir@upi-semi.com,www.upi-semi.com,戴筱芸,部經理,03-5601666,upi_ir@upi-semi.com,https://www.upi-semi.com/tw-article-upi-825-2556
6742,澤米科技股份有限公司,澤米,光電業,－,苗栗縣竹南鎮和興路３３０號,80137437,何昆年(全珩投資股份有限公司代表人),李振瑞,何昆年,董事長,蕭森崇,(037)586-396,92/02/14,112/12/05,新台幣                 10.0000元,"712,679,480","71,267,948",0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,陳培德,郭俐雯,Vti,"NO.330, HEXING RD., JHUNAN TOWNSHIP,MIAOLI COUNTY 35048, TAIWAN (R.O.C.)",(037)586-400,invest@vactronics.com.tw,www.vactronics.com.tw,何昆年,董事長,(037)586-396,invest@vactronics.com.tw,www.vactronics.com.tw
6743,安普新股份有限公司,安普新,其他電子業,－,台北市南港區三重路19-3號3樓,16540496,黃常青,黃常青,許明仁,技術長,林玉鳳,02-26552798,87/07/02,109/12/14,新台幣                 10.0000元,"1,500,000,000","150,000,000",0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,王浚宇,劉明賢,AMPACS,"3F., No.19-3, Sanchong Rd., Nangang Dist.,Taipei City 115, Taiwan,R.O.C.",02-26551558,NA,http://www.ampacscorp.com/,許明仁,技術長,02-26552798,james.hsu@ampacscorp.com,NA
6753,龍德造船工業股份有限公司,龍德造船,航運業,－,宜蘭縣冬山鄉大興村德興五路15號,40607762,黃守真,黃守龍,黃守真,董事長,周孟蘋,(03)9901166,65/05/06,112/03/10,新台幣                 10.0000元,"1,077,500,000","107,750,000",0,0,個別,每年,股東會,兆豐證券股份有限公司,02-3393-0898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,池瑞全,郭乃華,LUNGTEH,"No. 15, Dexing 5th Rd.Dongshan Township, Yilan County 269, Tw",(03)9905650,IR@lungteh.com,www.lungteh.com,周孟蘋,財務經理,(02)26571830,IR@lungteh.com,www.lungteh.com
6754,匯僑室內裝修設計股份有限公司,匯僑設計,居家生活,－,台北市松山區南京東路四段75號12樓,24775812,王秀卿,楊信力,羅月華,財務長,張敏慧,(02)2545-6011,103/12/09,109/08/25,新台幣                 10.0000元,"660,000,000","66,000,000",0,0,合併,每年,董事會,凱基證券股務代理部,02-2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,呂宜真,謝明忠,Rich Honour,"12F., No. 75, Sec. 4, Nanjing E. Rd., Songshan Dist.,Taipei City 105, Taiwan (R.O.C.)",(02)2545-2126,IR@richhonour.com,www.richhonour.com,羅月華,財務長,(02)2545-6011,IR@richhonour.com,www.richhonour.com
6756,威鋒電子股份有限公司,威鋒電子,半導體業,－,新北市新店區中正路529-1號7樓,29125676,陳文琦,林志峰,林志峰,總經理,陳鴻文,8862-22181838,97/07/07,109/12/24,新台幣                 10.0000元,"693,710,000","69,371,000",0,0,合併,每年,董事會,中國信託商業銀行代理部,8862-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,王攀發,施錦川,VLI,"7F, 529-1, Zhongzheng Rd., Xindian Dist.New Taipei City 231, Taiwan",8862-22182553,investor@via-labs.com,https://www.via-labs.com,陳鴻文,副總經理,8862-22181838,investor@via-labs.com,https://www.via-labs.com/investor_stakeholder.php
6757,台灣虎航股份有限公司,台灣虎航-創,航運業,－,台北市松山區敦化北路405巷123弄3號,54381049,陳漢銘,張明瑋,許致遠,商務長,于煥永,02-7735-6988,103/04/21,112/08/15,新台幣                 10.0000元,"4,490,000,000","449,000,000",0,0,個別,每年,董事會,台新證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,楊樹芝,林恒昇,TTW,"No. 3, Aly. 123, Ln. 405, Dunhua N. Rd., Songshan Dist.,Taipei City,Taiwan R.O.C",02-2547-5235,pr@tigerairtw.com,https://www.tigerairtw.com,徐心怡,財務長,0905-207858,pr@tigerairtw.com,https://www.tigerairtw.com
6768,志強國際企業股份有限公司,志強-KY,運動休閒,KY 開曼群島,台中市西屯區市政北五路266號3樓,88173202,陳維家,馬世正,麥班達,董事長特助,古富昇,(04)22585388,106/03/28,110/04/22,新台幣                 10.0000元,"1,960,456,170","196,045,617",0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,(02)25865859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,蔣淑菁,吳少君,SPG-KY,"3F., NO.266, SHIZHENG N. 5TH RD., XITUN DIST.,TAICHUNG CITY 40756, TAIWAN (ROC)",(04)22589088,SPG.IR@spg-sportsgear.com,http://www.sportsgear.com.tw/,麥班達,董事長特助,(04)22585388,SPG.IR@spg-sportsgear.com,http://www.sportsgear.com.tw/stakeholders.html
6770,力晶積成電子製造股份有限公司,力積電,半導體業,－,新竹科學園區新竹市力行一路18號,28112667,黃崇仁,謝再居,譚仲民,副總經理,邵章榮,03-5795000,97/04/17,110/12/06,新台幣                 10.0000元,"40,892,755,950","4,089,275,595",0,0,合併,每半會計年度,董事會,群益金鼎證券(股)公司股務代理部,(02)27023999,106台北市大安區敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,黃裕峰,蔡美貞,PSMC,"No.18, Li-Hsin Rd.1, Hsinchu Science ParkHsinchu, Taiwan, 300-78 R.O.C.",03-6687809,IR@powerchip.com,www.powerchip.com,葉姿吟,專案副理,(03)5795000 ext.2340,IR@powerchip.com,www.powerchip.com
6776,展碁國際股份有限公司,展碁國際,電子通路業,－,台北市中正區忠孝西路一段39號2-4樓,20773257,陳俊聖,林佳璋,鄭明琪,資深副總經理,王淑錦,(02)23716000,66/12/22,110/03/31,新台幣                 10.0000元,"815,814,300","81,581,430",0,0,合併,每年,股東會,永豐金證券股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,江家齊,趙敏如,Weblink,"2-4F, 39, Sec. 1. Chung Hsiao W. Rd.Taipei Taiwan R. O. C.",(02)23717750,investor.relations@weblink.com.tw,www.weblink.com.tw,王淑錦,資深經理,(02)23716000,investor.relations@weblink.com.tw,無
